model,image_id,response_index,layer,label,category,attention_visual_mass,attention_visual_mass_status,I_visual_write_norm,R_ffn_response_norm,S_ffn_sensitivity,D_direction_cosine,R_signed_q_sum,A_logit_total,A_margin_total
internvl_2_5_8b,14038,201,16,HALL,remote,,NOT RUN: raw mass not persisted,9.247783660888672,4.86665153503418,0.5262506008148193,-0.36225152015686035,4.866652011871338,-0.12040650844573975,-0.01134507916867733
internvl_2_5_8b,14038,201,24,HALL,remote,,NOT RUN: raw mass not persisted,5.103142261505127,1.4568963050842285,0.2854900360107422,-0.09121128916740417,1.4568963050842285,-0.013834284618496895,-0.0016511059366166592
internvl_2_5_8b,14038,201,32,HALL,remote,,NOT RUN: raw mass not persisted,13.698875427246094,6.207020282745361,0.4531043767929077,0.05346473678946495,6.207020282745361,0.020694725215435028,-0.029186997562646866
internvl_2_5_8b,34471,78,8,REAL,tv,,NOT RUN: raw mass not persisted,5.275210380554199,4.590590000152588,0.870219349861145,-0.2878034710884094,4.590590000152588,-0.05438527464866638,0.05470214784145355
internvl_2_5_8b,34471,78,16,REAL,tv,,NOT RUN: raw mass not persisted,11.931161880493164,7.039776802062988,0.5900328159332275,-0.24288231134414673,7.039776802062988,0.10231996327638626,0.04766949638724327
internvl_2_5_8b,34471,78,24,REAL,tv,,NOT RUN: raw mass not persisted,1.2934176921844482,0.49592703580856323,0.38342371582984924,-0.0754735916852951,0.49592703580856323,-0.0001474246964789927,-0.00041934382170438766
internvl_2_5_8b,34471,78,32,REAL,tv,,NOT RUN: raw mass not persisted,7.1541924476623535,4.497961521148682,0.6287168860435486,0.049899790436029434,4.49796199798584,-0.07706469297409058,0.045950472354888916
internvl_2_5_8b,34471,222,8,HALL,dining table,,NOT RUN: raw mass not persisted,1.8596364259719849,1.855850100517273,0.9979639649391174,-0.3380470275878906,1.855850100517273,0.072294682264328,0.06445518136024475
internvl_2_5_8b,34471,222,16,HALL,dining table,,NOT RUN: raw mass not persisted,10.38686752319336,5.748102188110352,0.5534009337425232,-0.24674542248249054,5.748103141784668,-0.15108320116996765,0.07910215109586716
internvl_2_5_8b,34471,222,24,HALL,dining table,,NOT RUN: raw mass not persisted,0.896297037601471,0.32202669978141785,0.3592856824398041,-0.054665420204401016,0.32202672958374023,-0.0006038821302354336,0.0002576615661382675
internvl_2_5_8b,34471,222,32,HALL,dining table,,NOT RUN: raw mass not persisted,3.942134141921997,3.9242660999298096,0.9954674243927002,-0.013332568109035492,3.9242658615112305,0.15039093792438507,0.10996537655591965
internvl_2_5_8b,44068,5,8,REAL,teddy bear,,NOT RUN: raw mass not persisted,3.2674880027770996,3.0881757736206055,0.9451223015785217,-0.5331361293792725,3.0881752967834473,-0.01971133053302765,-0.11743529886007309
internvl_2_5_8b,44068,5,16,REAL,teddy bear,,NOT RUN: raw mass not persisted,9.237832069396973,5.377076148986816,0.5820712447166443,-0.32430773973464966,5.377077102661133,0.015312740579247475,-0.06873457133769989
internvl_2_5_8b,44068,5,24,REAL,teddy bear,,NOT RUN: raw mass not persisted,4.523549556732178,1.4543347358703613,0.3215029835700989,-0.10958299040794373,1.4543347358703613,-0.00032299396116286516,0.0013907856773585081
internvl_2_5_8b,44068,5,32,REAL,teddy bear,,NOT RUN: raw mass not persisted,20.842567443847656,8.285481452941895,0.39752691984176636,0.06120341271162033,8.285481452941895,-0.008448895066976547,0.02084830403327942
internvl_2_5_8b,44068,138,8,HALL,person,,NOT RUN: raw mass not persisted,1.655974268913269,1.6046116352081299,0.9689834117889404,-0.34233802556991577,1.6046115159988403,0.01835358329117298,0.007192589808255434
internvl_2_5_8b,44068,138,16,HALL,person,,NOT RUN: raw mass not persisted,4.65486478805542,3.0355050563812256,0.6521145701408386,-0.18081361055374146,3.0355052947998047,0.022960983216762543,0.025890691205859184
internvl_2_5_8b,44068,138,24,HALL,person,,NOT RUN: raw mass not persisted,0.4954381287097931,0.19913551211357117,0.40193819999694824,-0.07333299517631531,0.19913549721240997,-0.0021967520006000996,-0.002598151098936796
internvl_2_5_8b,44068,138,32,HALL,person,,NOT RUN: raw mass not persisted,2.773054361343384,2.006674289703369,0.7236332297325134,-0.010694000869989395,2.00667405128479,0.028362568467855453,-0.037858594208955765
internvl_2_5_8b,54133,129,8,REAL,cup,,NOT RUN: raw mass not persisted,1.0714694261550903,0.886385977268219,0.8272620439529419,-0.5127987861633301,0.8863860368728638,-0.0030933129601180553,-0.0015913194511085749
internvl_2_5_8b,54133,129,16,REAL,cup,,NOT RUN: raw mass not persisted,9.912993431091309,6.3568010330200195,0.641259491443634,-0.296657532453537,6.356801986694336,-0.041177913546562195,0.11025245487689972
internvl_2_5_8b,54133,129,24,REAL,cup,,NOT RUN: raw mass not persisted,3.318002223968506,1.0120254755020142,0.30501049757003784,-0.10077342391014099,1.0120255947113037,0.006627073511481285,-0.0003150150296278298
internvl_2_5_8b,54133,129,32,REAL,cup,,NOT RUN: raw mass not persisted,7.233048915863037,6.963571548461914,0.9627435803413391,0.0963171124458313,6.963572025299072,-0.00016851350665092468,0.02631252259016037
internvl_2_5_8b,54133,247,8,HALL,chair,,NOT RUN: raw mass not persisted,1.3313798904418945,1.1764320135116577,0.8836185932159424,-0.549518346786499,1.1764320135116577,0.007473390083760023,0.010087905451655388
internvl_2_5_8b,54133,247,16,HALL,chair,,NOT RUN: raw mass not persisted,10.434789657592773,6.042018413543701,0.5790264010429382,-0.29346996545791626,6.042018890380859,0.012600026093423367,0.011248590424656868
internvl_2_5_8b,54133,247,24,HALL,chair,,NOT RUN: raw mass not persisted,8.31424617767334,2.738734245300293,0.3294025957584381,-0.09108608961105347,2.738734006881714,0.01551102939993143,0.0013872548006474972
internvl_2_5_8b,54133,247,32,HALL,chair,,NOT RUN: raw mass not persisted,9.632250785827637,5.1393208503723145,0.5335534811019897,0.13011139631271362,5.1393208503723145,-0.10831918567419052,-0.09982337057590485
internvl_2_5_8b,56433,6,8,REAL,person,,NOT RUN: raw mass not persisted,3.94545316696167,4.384687900543213,1.111326813697815,-0.3592304289340973,4.3846869468688965,-0.16637492179870605,-0.07354892045259476
internvl_2_5_8b,56433,6,16,REAL,person,,NOT RUN: raw mass not persisted,12.930667877197266,9.849591255187988,0.7617233395576477,-0.19457750022411346,9.849591255187988,0.09321802854537964,0.04255721718072891
internvl_2_5_8b,56433,6,24,REAL,person,,NOT RUN: raw mass not persisted,2.74373722076416,0.7477676272392273,0.27253615856170654,-0.10185454040765762,0.7477676868438721,-0.014814985916018486,-0.0061517441645264626
internvl_2_5_8b,56433,6,32,REAL,person,,NOT RUN: raw mass not persisted,9.932792663574219,5.854290962219238,0.589390218257904,-0.029850613325834274,5.85429048538208,0.04001372307538986,-0.10087335109710693
internvl_2_5_8b,56433,213,8,HALL,car,,NOT RUN: raw mass not persisted,0.9530417323112488,0.8728911280632019,0.9159002304077148,-0.4245460033416748,0.8728911280632019,-0.04501521587371826,0.007093486376106739
internvl_2_5_8b,56433,213,16,HALL,car,,NOT RUN: raw mass not persisted,10.386675834655762,5.797702312469482,0.5581865310668945,-0.35871070623397827,5.797701358795166,0.03264062851667404,0.014337936416268349
internvl_2_5_8b,56433,213,24,HALL,car,,NOT RUN: raw mass not persisted,4.844633102416992,1.559041142463684,0.3218078911304474,-0.026609200984239578,1.559041142463684,-1.4005927368998528e-05,0.007786467205733061
internvl_2_5_8b,56433,213,32,HALL,car,,NOT RUN: raw mass not persisted,5.926145076751709,5.566033363342285,0.9392334222793579,0.13127370178699493,5.566033840179443,-0.0033009927719831467,0.0019875969737768173
internvl_2_5_8b,90239,67,8,REAL,chair,,NOT RUN: raw mass not persisted,2.162348985671997,1.8906681537628174,0.8743584752082825,-0.41196173429489136,1.8906680345535278,0.027003534138202667,0.06284023076295853
internvl_2_5_8b,90239,67,16,REAL,chair,,NOT RUN: raw mass not persisted,15.71245002746582,10.115212440490723,0.6437705159187317,-0.27044275403022766,10.115211486816406,0.08146318048238754,0.08336222171783447
internvl_2_5_8b,90239,67,24,REAL,chair,,NOT RUN: raw mass not persisted,1.8673412799835205,0.7166394591331482,0.3837752938270569,-0.03992205113172531,0.7166393995285034,0.0038224910385906696,-0.012453300878405571
internvl_2_5_8b,90239,67,32,REAL,chair,,NOT RUN: raw mass not persisted,7.106022834777832,5.029609680175781,0.7077953219413757,0.04776839539408684,5.029609680175781,0.03194795921444893,-0.02888672798871994
internvl_2_5_8b,90239,162,8,HALL,cell phone,,NOT RUN: raw mass not persisted,1.3954823017120361,1.2344037294387817,0.884571373462677,-0.49486199021339417,1.2344037294387817,0.010223503224551678,0.002889742609113455
internvl_2_5_8b,90239,162,16,HALL,cell phone,,NOT RUN: raw mass not persisted,9.770825386047363,5.678712844848633,0.5811907052993774,-0.32929137349128723,5.678712844848633,-0.20385512709617615,-0.13254666328430176
internvl_2_5_8b,90239,162,24,HALL,cell phone,,NOT RUN: raw mass not persisted,3.5202741622924805,1.2019374370574951,0.3414328992366791,-0.057366710156202316,1.201937198638916,-0.021132303401827812,-0.006353721953928471
internvl_2_5_8b,90239,162,32,HALL,cell phone,,NOT RUN: raw mass not persisted,10.557806968688965,5.340235710144043,0.5058091878890991,0.06605689227581024,5.340236663818359,0.046825990080833435,-0.029038848355412483
internvl_2_5_8b,94002,5,8,REAL,person,,NOT RUN: raw mass not persisted,3.1884539127349854,3.028203248977661,0.9497403502464294,-0.5273301601409912,3.0282034873962402,0.010845692828297615,0.026869680732488632
internvl_2_5_8b,94002,5,16,REAL,person,,NOT RUN: raw mass not persisted,9.624441146850586,5.365429401397705,0.5574795603752136,-0.32508254051208496,5.365429878234863,0.07277777791023254,0.01043595653027296
internvl_2_5_8b,94002,5,24,REAL,person,,NOT RUN: raw mass not persisted,1.0804816484451294,0.4231458604335785,0.39162707328796387,-0.034179531037807465,0.4231458604335785,-0.00016523449448868632,-0.0009649981511756778
internvl_2_5_8b,94002,5,32,REAL,person,,NOT RUN: raw mass not persisted,11.003105163574219,7.360567092895508,0.6689535975456238,0.10435276478528976,7.360567092895508,0.1366274654865265,0.003376232460141182
internvl_2_5_8b,94002,205,8,HALL,bowl,,NOT RUN: raw mass not persisted,0.7792518734931946,0.6415658593177795,0.8233100175857544,-0.49225249886512756,0.6415659189224243,-0.01574345864355564,-0.00047816336154937744
internvl_2_5_8b,94002,205,16,HALL,bowl,,NOT RUN: raw mass not persisted,6.360558986663818,4.152775287628174,0.6528947353363037,-0.33057358860969543,4.152775287628174,-0.07214560359716415,-0.10315153747797012
internvl_2_5_8b,94002,205,24,HALL,bowl,,NOT RUN: raw mass not persisted,1.3484411239624023,0.4735561013221741,0.3511878252029419,-0.03580937907099724,0.4735560715198517,0.013776416890323162,0.011090949177742004
internvl_2_5_8b,94002,205,32,HALL,bowl,,NOT RUN: raw mass not persisted,2.7420272827148438,2.5376405715942383,0.92546147108078,0.058344677090644836,2.5376405715942383,0.08995890617370605,-0.011341379955410957
internvl_2_5_8b,96539,11,8,REAL,person,,NOT RUN: raw mass not persisted,2.980210781097412,2.548182725906372,0.8550344109535217,-0.5832765102386475,2.548182964324951,0.033244989812374115,0.029263287782669067
internvl_2_5_8b,96539,11,16,REAL,person,,NOT RUN: raw mass not persisted,11.047962188720703,7.980812072753906,0.722378671169281,-0.2808549404144287,7.980812072753906,0.026101961731910706,0.035497184842824936
internvl_2_5_8b,96539,11,24,REAL,person,,NOT RUN: raw mass not persisted,2.793503761291504,0.7872915863990784,0.28182944655418396,-0.06994043290615082,0.7872916460037231,0.010118687525391579,0.0094410739839077
internvl_2_5_8b,96539,11,32,REAL,person,,NOT RUN: raw mass not persisted,8.466937065124512,7.597390174865723,0.8973008990287781,0.14417105913162231,7.597390174865723,-0.0752461701631546,-0.06526295840740204
internvl_2_5_8b,96539,86,8,HALL,remote,,NOT RUN: raw mass not persisted,1.8534550666809082,1.6164175271987915,0.8721104264259338,-0.5806152820587158,1.6164172887802124,-0.006437712348997593,-0.020228903740644455
internvl_2_5_8b,96539,86,16,HALL,remote,,NOT RUN: raw mass not persisted,9.998126029968262,5.7389960289001465,0.5740071535110474,-0.40120095014572144,5.738995552062988,0.12593390047550201,0.15130680799484253
internvl_2_5_8b,96539,86,24,HALL,remote,,NOT RUN: raw mass not persisted,10.843404769897461,3.0880227088928223,0.2847834825515747,-0.061292730271816254,3.0880229473114014,-0.05670291557908058,-0.04306253790855408
internvl_2_5_8b,96539,86,32,HALL,remote,,NOT RUN: raw mass not persisted,7.0208210945129395,4.903932094573975,0.6984841227531433,0.14704355597496033,4.903931617736816,0.07512903213500977,0.037441957741975784
internvl_2_5_8b,128506,5,8,REAL,teddy bear,,NOT RUN: raw mass not persisted,5.264512538909912,5.154257774353027,0.9790570139884949,-0.37972766160964966,5.154257297515869,0.0667681023478508,0.05964937061071396
internvl_2_5_8b,128506,5,16,REAL,teddy bear,,NOT RUN: raw mass not persisted,13.00855541229248,9.09737491607666,0.6993378400802612,-0.27496644854545593,9.097373962402344,0.04990650713443756,0.30133089423179626
internvl_2_5_8b,128506,5,24,REAL,teddy bear,,NOT RUN: raw mass not persisted,7.08343505859375,2.2201614379882812,0.3134300410747528,-0.051794543862342834,2.2201616764068604,-0.024463078007102013,-0.01824256218969822
internvl_2_5_8b,128506,5,32,REAL,teddy bear,,NOT RUN: raw mass not persisted,15.39905834197998,9.002301216125488,0.5846007466316223,0.10135938227176666,9.002302169799805,0.011332891881465912,0.0726647675037384
internvl_2_5_8b,128506,158,8,HALL,tie,,NOT RUN: raw mass not persisted,3.242274761199951,2.714507579803467,0.8372231721878052,-0.3198644816875458,2.714507579803467,-0.1179787814617157,0.0004532730672508478
internvl_2_5_8b,128506,158,16,HALL,tie,,NOT RUN: raw mass not persisted,13.747694969177246,7.442991733551025,0.5413992404937744,-0.22319477796554565,7.442992687225342,-0.28739216923713684,0.0986897349357605
internvl_2_5_8b,128506,158,24,HALL,tie,,NOT RUN: raw mass not persisted,1.104018211364746,0.7003065347671509,0.6343251466751099,-0.014466050080955029,0.7003065943717957,-0.015844374895095825,-0.005869155749678612
internvl_2_5_8b,128506,158,32,HALL,tie,,NOT RUN: raw mass not persisted,2.1469058990478516,2.240327835083008,1.0435147285461426,0.09974760562181473,2.240327835083008,0.060158319771289825,0.02074117213487625
internvl_2_5_8b,156889,10,8,REAL,boat,,NOT RUN: raw mass not persisted,5.179679870605469,5.55997896194458,1.0734213590621948,-0.2621014714241028,5.55997896194458,-0.05360715463757515,0.07881032675504684
internvl_2_5_8b,156889,10,16,REAL,boat,,NOT RUN: raw mass not persisted,12.708715438842773,7.769493579864502,0.6113516092300415,-0.2951756715774536,7.76949405670166,0.06443610042333603,0.14317083358764648
internvl_2_5_8b,156889,10,24,REAL,boat,,NOT RUN: raw mass not persisted,3.4004318714141846,1.0975544452667236,0.3227691352367401,-0.07802869379520416,1.097554326057434,-0.003484537824988365,-0.019940629601478577
internvl_2_5_8b,156889,10,32,REAL,boat,,NOT RUN: raw mass not persisted,19.286785125732422,9.982487678527832,0.5175817608833313,-0.14620719850063324,9.982488632202148,-0.40609505772590637,-0.38248926401138306
internvl_2_5_8b,156889,92,8,HALL,chair,,NOT RUN: raw mass not persisted,2.6764590740203857,2.483295202255249,0.9278285503387451,-0.5165262222290039,2.48329496383667,-0.05414709448814392,-0.018437016755342484
internvl_2_5_8b,156889,92,16,HALL,chair,,NOT RUN: raw mass not persisted,7.4136552810668945,4.826096534729004,0.6509739756584167,-0.3820747137069702,4.826096534729004,-0.12690068781375885,-0.0515875518321991
internvl_2_5_8b,156889,92,24,HALL,chair,,NOT RUN: raw mass not persisted,1.5104635953903198,0.6140621900558472,0.40653887391090393,-0.08127614855766296,0.6140621900558472,0.0009607052197679877,-0.01396264135837555
internvl_2_5_8b,156889,92,32,HALL,chair,,NOT RUN: raw mass not persisted,10.891871452331543,4.926319122314453,0.45229318737983704,0.0389663502573967,4.926318645477295,-0.030437298119068146,-0.015809517353773117
internvl_2_5_8b,157102,6,8,REAL,person,,NOT RUN: raw mass not persisted,4.402433395385742,4.80585241317749,1.0916354656219482,-0.32563289999961853,4.805851936340332,0.03609708696603775,0.02773098647594452
internvl_2_5_8b,157102,6,16,REAL,person,,NOT RUN: raw mass not persisted,12.013158798217773,9.001955032348633,0.7493411898612976,-0.2564786672592163,9.001955032348633,0.3059176802635193,0.1518145054578781
internvl_2_5_8b,157102,6,24,REAL,person,,NOT RUN: raw mass not persisted,2.032801389694214,0.5929685235023499,0.29170018434524536,-0.10161460936069489,0.5929684638977051,-0.03408011794090271,-0.009883957915008068
internvl_2_5_8b,157102,6,32,REAL,person,,NOT RUN: raw mass not persisted,8.048501014709473,5.350301265716553,0.664757490158081,-0.03273880481719971,5.3503007888793945,0.05783098191022873,-0.08689063787460327
internvl_2_5_8b,157102,137,8,HALL,chair,,NOT RUN: raw mass not persisted,2.137526512145996,1.8939062356948853,0.8860270380973816,-0.560280978679657,1.8939062356948853,0.013620564714074135,-0.017453530803322792
internvl_2_5_8b,157102,137,16,HALL,chair,,NOT RUN: raw mass not persisted,11.446863174438477,6.997905731201172,0.6113382577896118,-0.34444838762283325,6.99790620803833,-0.13049492239952087,-0.07752193510532379
internvl_2_5_8b,157102,137,24,HALL,chair,,NOT RUN: raw mass not persisted,2.9371964931488037,0.9418589472770691,0.32066595554351807,-0.04941191524267197,0.9418589472770691,-0.00012228195555508137,0.0019361530430614948
internvl_2_5_8b,157102,137,32,HALL,chair,,NOT RUN: raw mass not persisted,10.661401748657227,4.465560436248779,0.4188530445098877,0.00509732635691762,4.4655609130859375,0.015371263958513737,0.15796329081058502
internvl_2_5_8b,197097,13,8,REAL,couch,,NOT RUN: raw mass not persisted,5.433018207550049,4.906361103057861,0.9030635952949524,-0.3553471565246582,4.906361103057861,-0.07637220621109009,0.030450498685240746
internvl_2_5_8b,197097,13,16,REAL,couch,,NOT RUN: raw mass not persisted,17.62140464782715,10.10857105255127,0.573652982711792,-0.32762694358825684,10.108570098876953,0.2176380157470703,0.08986465632915497
internvl_2_5_8b,197097,13,24,REAL,couch,,NOT RUN: raw mass not persisted,3.4448564052581787,1.2507108449935913,0.363066166639328,-0.05329371988773346,1.2507108449935913,0.02335817739367485,0.015674296766519547
internvl_2_5_8b,197097,13,32,REAL,couch,,NOT RUN: raw mass not persisted,15.474870681762695,9.025181770324707,0.5832153558731079,0.04781424254179001,9.025181770324707,-0.023425979539752007,-0.016020361334085464
internvl_2_5_8b,197097,142,8,HALL,tv,,NOT RUN: raw mass not persisted,1.536333441734314,1.5673227310180664,1.0201709270477295,-0.5294961333274841,1.567322850227356,0.008721079677343369,0.020697228610515594
internvl_2_5_8b,197097,142,16,HALL,tv,,NOT RUN: raw mass not persisted,5.839416027069092,3.474290609359741,0.5949722528457642,-0.30136871337890625,3.474290609359741,-0.04376455023884773,0.012787516228854656
internvl_2_5_8b,197097,142,24,HALL,tv,,NOT RUN: raw mass not persisted,0.5599920749664307,0.3059141933917999,0.5462830662727356,-0.05196124687790871,0.3059141933917999,-0.0025557735934853554,0.0016145006520673633
internvl_2_5_8b,197097,142,32,HALL,tv,,NOT RUN: raw mass not persisted,3.489720106124878,3.1002707481384277,0.8884009718894958,0.031463250517845154,3.1002705097198486,0.09494571387767792,0.028021523728966713
internvl_2_5_8b,198518,36,8,REAL,tv,,NOT RUN: raw mass not persisted,4.3448591232299805,3.7244274616241455,0.8572032451629639,-0.43826544284820557,3.7244272232055664,-0.02046857215464115,-0.020521920174360275
internvl_2_5_8b,198518,36,16,REAL,tv,,NOT RUN: raw mass not persisted,10.411452293395996,6.942724704742432,0.666835367679596,-0.2720065116882324,6.94272518157959,-0.005661046132445335,-0.02149723656475544
internvl_2_5_8b,198518,36,24,REAL,tv,,NOT RUN: raw mass not persisted,1.068650484085083,0.443057119846344,0.41459497809410095,-0.055846504867076874,0.4430571496486664,0.0013544722460210323,0.0002642815525177866
internvl_2_5_8b,198518,36,32,REAL,tv,,NOT RUN: raw mass not persisted,4.957347393035889,4.306445121765137,0.8686994910240173,0.06660677492618561,4.306445598602295,-0.035823382437229156,0.02906249836087227
internvl_2_5_8b,198518,119,8,HALL,remote,,NOT RUN: raw mass not persisted,2.0130224227905273,1.96333646774292,0.9753177165985107,-0.5255425572395325,1.96333646774292,0.0257115438580513,0.0645093023777008
internvl_2_5_8b,198518,119,16,HALL,remote,,NOT RUN: raw mass not persisted,11.285648345947266,6.778727054595947,0.6006501913070679,-0.33990755677223206,6.778727054595947,0.0654166042804718,0.1296813189983368
internvl_2_5_8b,198518,119,24,HALL,remote,,NOT RUN: raw mass not persisted,4.683136940002441,1.4179810285568237,0.30278444290161133,-0.08659631013870239,1.4179811477661133,-0.005467863753437996,0.006212671287357807
internvl_2_5_8b,198518,119,32,HALL,remote,,NOT RUN: raw mass not persisted,7.431817054748535,5.454190254211426,0.7338972687721252,0.0799984335899353,5.454190731048584,0.02881034091114998,0.008979372680187225
internvl_2_5_8b,232550,101,8,REAL,person,,NOT RUN: raw mass not persisted,1.8587745428085327,1.6980006694793701,0.9135054349899292,-0.5739118456840515,1.6980006694793701,-0.020534679293632507,-0.0018193705473095179
internvl_2_5_8b,232550,101,16,REAL,person,,NOT RUN: raw mass not persisted,9.802244186401367,5.415604114532471,0.5524861216545105,-0.27839332818984985,5.415605068206787,-0.01405375450849533,-0.053794000297784805
internvl_2_5_8b,232550,101,24,REAL,person,,NOT RUN: raw mass not persisted,6.486870765686035,1.8336119651794434,0.28266510367393494,-0.09734437614679337,1.833612084388733,0.012237153016030788,0.04071633145213127
internvl_2_5_8b,232550,101,32,REAL,person,,NOT RUN: raw mass not persisted,19.482221603393555,8.222465515136719,0.4220496714115143,-0.014126786030828953,8.222465515136719,0.0976988673210144,0.034637123346328735
internvl_2_5_8b,232550,193,8,HALL,stop sign,,NOT RUN: raw mass not persisted,1.433585286140442,1.375605583190918,0.9595561623573303,-0.3028414845466614,1.375605583190918,0.06582830101251602,-0.00028639473021030426
internvl_2_5_8b,232550,193,16,HALL,stop sign,,NOT RUN: raw mass not persisted,3.820620536804199,2.56838321685791,0.6722424030303955,-0.257436603307724,2.56838321685791,-0.09964601695537567,-0.07159309089183807
internvl_2_5_8b,232550,193,24,HALL,stop sign,,NOT RUN: raw mass not persisted,0.588123083114624,0.28586259484291077,0.48605912923812866,0.044324688613414764,0.2858625650405884,0.0014259271556511521,-0.0010828175581991673
internvl_2_5_8b,232550,193,32,HALL,stop sign,,NOT RUN: raw mass not persisted,1.6867194175720215,2.532792568206787,1.5016087293624878,0.08258233964443207,2.532792806625366,0.004486555233597755,-0.03672051802277565
internvl_2_5_8b,273086,26,8,REAL,dining table,,NOT RUN: raw mass not persisted,3.0497477054595947,2.5695436000823975,0.8425430059432983,-0.4777464270591736,2.5695436000823975,-0.0014538690447807312,0.016841886565089226
internvl_2_5_8b,273086,26,16,REAL,dining table,,NOT RUN: raw mass not persisted,11.889162063598633,6.360265254974365,0.5349633097648621,-0.28556740283966064,6.360264778137207,0.04851751774549484,-0.07596588134765625
internvl_2_5_8b,273086,26,24,REAL,dining table,,NOT RUN: raw mass not persisted,3.0510337352752686,0.8885065913200378,0.2912149429321289,-0.07196886092424393,0.8885066509246826,-0.004890093579888344,0.0010142936371266842
internvl_2_5_8b,273086,26,32,REAL,dining table,,NOT RUN: raw mass not persisted,8.746273040771484,6.554691791534424,0.7494268417358398,0.05574969947338104,6.554691314697266,0.08171797543764114,-0.005421559326350689
internvl_2_5_8b,273086,87,8,HALL,tie,,NOT RUN: raw mass not persisted,3.024629831314087,2.177368640899658,0.7198793888092041,-0.37403184175491333,2.177368640899658,0.0030450918711721897,0.03402277082204819
internvl_2_5_8b,273086,87,16,HALL,tie,,NOT RUN: raw mass not persisted,17.97176170349121,10.1802978515625,0.5664607882499695,-0.2658078074455261,10.180298805236816,-0.05060289800167084,-0.0662538930773735
internvl_2_5_8b,273086,87,24,HALL,tie,,NOT RUN: raw mass not persisted,10.384663581848145,3.0338940620422363,0.29215139150619507,-0.0570557527244091,3.0338940620422363,-0.027925558388233185,-0.01881062425673008
internvl_2_5_8b,273086,87,32,HALL,tie,,NOT RUN: raw mass not persisted,8.962559700012207,4.777695655822754,0.5330726504325867,-0.012995045632123947,4.77769660949707,0.08576615154743195,-0.01773393712937832
internvl_2_5_8b,314112,33,8,REAL,cake,,NOT RUN: raw mass not persisted,2.410134792327881,2.416597604751587,1.0026814937591553,-0.3886825442314148,2.416597604751587,-0.003637272398918867,-0.04625629633665085
internvl_2_5_8b,314112,33,16,REAL,cake,,NOT RUN: raw mass not persisted,8.202728271484375,5.55202054977417,0.6768504977226257,-0.30975985527038574,5.552021503448486,-0.03202215954661369,-0.11537017673254013
internvl_2_5_8b,314112,33,24,REAL,cake,,NOT RUN: raw mass not persisted,1.5636154413223267,0.6035393476486206,0.38598963618278503,-0.07608309388160706,0.6035394072532654,-0.00033148552756756544,-0.002946937456727028
