model,feature,seed,input_dim,best_epoch,epochs,validation_AUROC,validation_HALL_AUPR,AUROC,HALL_AUPR
llava_1_5_7b,b1_delta_residual_generation_cos,45,32,27,47,0.8829875226580786,0.6957373891908051,0.884697400984046,0.6676038903168873
llava_1_5_7b,visual_context_relative_change,43,32,17,37,0.875304674163631,0.6512037787911498,0.8712156782189355,0.6298956531694302
llava_1_5_7b,visual_context_relative_change,44,32,16,36,0.8744016507400173,0.6463143099105366,0.8719297473369135,0.6212867250971965
llava_1_5_7b,visual_context_relative_change,45,32,10,30,0.8715572919416433,0.6485055263499561,0.8668089914018253,0.6200233294442249
llava_1_5_7b,five_concat,43,160,10,30,0.9068884958555515,0.7337063230119961,0.8992673455214171,0.6785741565029403
llava_1_5_7b,five_concat,44,160,12,32,0.9091917005437938,0.736392228197081,0.9014486799503085,0.6905307409056785
llava_1_5_7b,five_concat,45,160,16,36,0.9083403727363919,0.7291077003791948,0.9015954064814,0.6826378598519013
llava_1_5_7b,generation_kappa_plus_position,43,33,24,44,0.8704969818559387,0.6676873568019637,0.8668554548033376,0.6413788169993961
llava_1_5_7b,generation_kappa_plus_position,44,33,42,62,0.8735305246115128,0.6703410716703985,0.8690270074634896,0.6394269859854107
llava_1_5_7b,generation_kappa_plus_position,45,33,32,52,0.8720016542597189,0.6719514034787676,0.8674325791589635,0.6451955790480984
qwen3_vl_8b,prompt_within_source_kappa,43,36,27,47,0.8410021012173168,0.5000589379641331,0.8758793388429753,0.5796543686112813
qwen3_vl_8b,prompt_within_source_kappa,44,36,29,49,0.8362005591669224,0.4873483393970212,0.875097520661157,0.5789724860218189
qwen3_vl_8b,prompt_within_source_kappa,45,36,28,48,0.8376187361438321,0.5001580370981769,0.8760793388429753,0.5759959679013512
qwen3_vl_8b,generation_within_source_kappa,43,36,38,58,0.8181115671145018,0.49226066828888004,0.8391900826446281,0.5302723679136737
qwen3_vl_8b,generation_within_source_kappa,44,36,38,58,0.8172143531087017,0.4931107170836841,0.84,0.5342521012249458
qwen3_vl_8b,generation_within_source_kappa,45,36,35,55,0.8210752675723704,0.4917267355379412,0.838109090909091,0.5332613753724933
qwen3_vl_8b,b1_residual_visual_generation_balance,43,36,41,61,0.8323772698067227,0.520884188260569,0.8492033057851239,0.5846361562424741
qwen3_vl_8b,b1_residual_visual_generation_balance,44,36,34,54,0.836220818838021,0.5287421931741741,0.8442148760330579,0.574971352683085
qwen3_vl_8b,b1_residual_visual_generation_balance,45,36,37,57,0.8410021012173168,0.5475396728787603,0.846393388429752,0.577423542099312
qwen3_vl_8b,b1_delta_residual_generation_cos,43,36,29,49,0.865247139045017,0.5887290422285072,0.8467239669421488,0.5469978155868008
qwen3_vl_8b,b1_delta_residual_generation_cos,44,36,48,68,0.8640894435536621,0.5816559233037226,0.8468132231404958,0.5551337281157127
qwen3_vl_8b,b1_delta_residual_generation_cos,45,36,49,69,0.8630185752241588,0.5774439109086127,0.8458347107438017,0.5443962731581212
qwen3_vl_8b,visual_context_relative_change,43,36,29,49,0.8454679115752183,0.5641942890426627,0.8376165289256199,0.520430694836547
qwen3_vl_8b,visual_context_relative_change,44,36,28,48,0.8480177358949276,0.562816431266507,0.8336297520661158,0.4819240396599141
qwen3_vl_8b,visual_context_relative_change,45,36,45,65,0.8487297186221109,0.573637844081967,0.8380595041322314,0.5239891681822689
qwen3_vl_8b,five_concat,43,180,14,34,0.9001748120191946,0.6558113560337628,0.905619834710744,0.6658949068482459
qwen3_vl_8b,five_concat,44,180,15,35,0.8966756773965744,0.6560798564536252,0.9078743801652893,0.6652691025368725
qwen3_vl_8b,five_concat,45,180,17,37,0.8998014552232326,0.6484683994043198,0.909609917355372,0.677424474811562
qwen3_vl_8b,generation_kappa_plus_position,43,37,46,66,0.8178771337775025,0.48705269683066704,0.8402380165289256,0.5312607450156956
qwen3_vl_8b,generation_kappa_plus_position,44,37,56,76,0.8227712914672054,0.4977634590044273,0.8417884297520661,0.5296379853968031
qwen3_vl_8b,generation_kappa_plus_position,45,37,45,65,0.8193893735130848,0.4921304719107682,0.837398347107438,0.5289308226475294
internvl_2_5_8b,prompt_within_source_kappa,43,32,51,71,0.8558922558922559,0.543679440039328,0.8562781954887219,0.49208738575536504
internvl_2_5_8b,prompt_within_source_kappa,44,32,58,78,0.857620320855615,0.5510611117999294,0.8514777327935221,0.4847970839246511
internvl_2_5_8b,prompt_within_source_kappa,45,32,54,74,0.8565953654188949,0.5592397587108828,0.8532706766917293,0.4841459285118355
internvl_2_5_8b,generation_within_source_kappa,43,32,43,63,0.8035204991087344,0.42131201176282745,0.7923626373626373,0.4133940745925343
internvl_2_5_8b,generation_within_source_kappa,44,32,39,59,0.7908991879580116,0.4062057779891686,0.7910208212839792,0.4168886219843084
internvl_2_5_8b,generation_within_source_kappa,45,32,29,49,0.7873786888492771,0.4170322384288087,0.7968565644881433,0.4323018235463927
internvl_2_5_8b,b1_residual_visual_generation_balance,43,32,17,37,0.8063576945929888,0.4554745177322907,0.8207027183342972,0.4738811898774206
internvl_2_5_8b,b1_residual_visual_generation_balance,44,32,23,43,0.8056545850663498,0.46435777626852903,0.8226286871023712,0.4673274541199588
internvl_2_5_8b,b1_residual_visual_generation_balance,45,32,20,40,0.805976430976431,0.45789731426199304,0.8281289762868711,0.4813254578696429
internvl_2_5_8b,b1_delta_residual_generation_cos,43,32,17,37,0.8269756387403446,0.48178075517094476,0.8277241179872759,0.48521985040555715
internvl_2_5_8b,b1_delta_residual_generation_cos,44,32,30,50,0.8295801148742326,0.5124845851267659,0.8333111625216889,0.5059581424398647
internvl_2_5_8b,b1_delta_residual_generation_cos,45,32,17,37,0.8263220439691028,0.49118439070269854,0.8249132446500866,0.4711598086368779
internvl_2_5_8b,visual_context_relative_change,43,32,19,39,0.8069766290354525,0.47137207681091975,0.811148062463852,0.46467371585092593
internvl_2_5_8b,visual_context_relative_change,44,32,15,35,0.8114131511190336,0.48734410667977557,0.8153007518796993,0.4683293261626754
internvl_2_5_8b,visual_context_relative_change,45,32,17,37,0.808065953654189,0.471911053796167,0.8100202429149799,0.4508163670669238
internvl_2_5_8b,five_concat,43,160,10,30,0.878886908298673,0.6092206370425303,0.8738953152111049,0.5589501214777476
internvl_2_5_8b,five_concat,44,160,16,36,0.8822291542879779,0.6221351140819307,0.8779728166570271,0.5701010715315441
internvl_2_5_8b,five_concat,45,160,10,30,0.8783422459893049,0.5940185768099276,0.871338924233661,0.5544867206535037
internvl_2_5_8b,generation_kappa_plus_position,43,33,43,63,0.7987225193107546,0.4148115008024042,0.8041266628108732,0.4287490876372806
internvl_2_5_8b,generation_kappa_plus_position,44,33,32,52,0.7997524262230145,0.41258507385014376,0.8058155002891846,0.4357054054808507
internvl_2_5_8b,generation_kappa_plus_position,45,33,46,66,0.802757971875619,0.4112519107366359,0.8038895315211105,0.4473728265968186
