image_id,response_index,label,layer,strategy,region,log_probability_delta,absolute_log_probability_delta,target_logit_delta
34471,57,1,9,random,3,-0.10570874810218811,0.10570874810218811,-0.25
34471,57,1,18,WRITE,0,-0.0995117723941803,0.0995117723941803,0.0
34471,57,1,18,conditional,0,-0.0995117723941803,0.0995117723941803,0.0
34471,57,1,18,composition,0,-0.0995117723941803,0.0995117723941803,0.0
34471,57,1,18,random,2,0.0909072756767273,0.0909072756767273,0.25
34471,57,1,27,WRITE,0,-0.0001347362995147705,0.0001347362995147705,0.0
34471,57,1,27,conditional,0,-0.0001347362995147705,0.0001347362995147705,0.0
34471,57,1,27,composition,0,-0.0001347362995147705,0.0001347362995147705,0.0
34471,57,1,27,random,5,-6.705522537231445e-05,6.705522537231445e-05,0.0
34471,57,1,36,WRITE,0,-0.006762653589248657,0.006762653589248657,-0.25
34471,57,1,36,conditional,0,-0.006762653589248657,0.006762653589248657,-0.25
34471,57,1,36,composition,0,-0.006762653589248657,0.006762653589248657,-0.25
34471,57,1,36,random,2,1.4901161193847656e-07,1.4901161193847656e-07,0.0
42793,185,0,9,WRITE,4,0.09318268299102783,0.09318268299102783,0.25
42793,185,0,9,conditional,4,0.09318268299102783,0.09318268299102783,0.25
42793,185,0,9,composition,4,0.09318268299102783,0.09318268299102783,0.25
42793,185,0,9,random,1,0.04624301195144653,0.04624301195144653,0.0
42793,185,0,18,WRITE,4,0.05269348621368408,0.05269348621368408,0.25
42793,185,0,18,conditional,4,0.05269348621368408,0.05269348621368408,0.25
42793,185,0,18,composition,4,0.05269348621368408,0.05269348621368408,0.25
42793,185,0,18,random,1,0.005370140075683594,0.005370140075683594,0.125
42793,185,0,27,WRITE,4,-0.1031578779220581,0.1031578779220581,-0.125
42793,185,0,27,conditional,4,-0.1031578779220581,0.1031578779220581,-0.125
42793,185,0,27,composition,4,-0.1031578779220581,0.1031578779220581,-0.125
42793,185,0,27,random,0,-0.0006963014602661133,0.0006963014602661133,0.0
42793,185,0,36,WRITE,4,0.00018644332885742188,0.00018644332885742188,0.0
42793,185,0,36,conditional,0,-0.07658350467681885,0.07658350467681885,-0.125
42793,185,0,36,composition,0,-0.07658350467681885,0.07658350467681885,-0.125
42793,185,0,36,random,0,-0.07658350467681885,0.07658350467681885,-0.125
47435,36,1,9,WRITE,5,0.0814017653465271,0.0814017653465271,0.125
47435,36,1,9,conditional,5,0.0814017653465271,0.0814017653465271,0.125
47435,36,1,9,composition,5,0.0814017653465271,0.0814017653465271,0.125
47435,36,1,9,random,3,0.04167068004608154,0.04167068004608154,0.125
47435,36,1,18,WRITE,5,0.11026668548583984,0.11026668548583984,0.25
47435,36,1,18,conditional,5,0.11026668548583984,0.11026668548583984,0.25
47435,36,1,18,composition,5,0.11026668548583984,0.11026668548583984,0.25
47435,36,1,18,random,7,0.07803630828857422,0.07803630828857422,0.125
47435,36,1,27,WRITE,5,0.5065056085586548,0.5065056085586548,0.75
47435,36,1,27,conditional,5,0.5065056085586548,0.5065056085586548,0.75
47435,36,1,27,composition,5,0.5065056085586548,0.5065056085586548,0.75
47435,36,1,27,random,2,0.15234988927841187,0.15234988927841187,0.25
47435,36,1,36,WRITE,2,0.03258872032165527,0.03258872032165527,0.125
47435,36,1,36,conditional,0,-0.0329129695892334,0.0329129695892334,0.0
47435,36,1,36,composition,0,-0.0329129695892334,0.0329129695892334,0.0
47435,36,1,36,random,6,-0.01794731616973877,0.01794731616973877,0.0
50637,88,0,9,WRITE,0,-0.06334954500198364,0.06334954500198364,-0.125
50637,88,0,9,conditional,0,-0.06334954500198364,0.06334954500198364,-0.125
50637,88,0,9,composition,0,-0.06334954500198364,0.06334954500198364,-0.125
50637,88,0,9,random,1,-0.014213383197784424,0.014213383197784424,0.0
50637,88,0,18,WRITE,0,-0.08434170484542847,0.08434170484542847,-0.125
50637,88,0,18,conditional,0,-0.08434170484542847,0.08434170484542847,-0.125
50637,88,0,18,composition,0,-0.08434170484542847,0.08434170484542847,-0.125
50637,88,0,18,random,2,-0.0599021315574646,0.0599021315574646,-0.125
50637,88,0,27,WRITE,0,-0.3031882643699646,0.3031882643699646,-0.5
50637,88,0,27,conditional,0,-0.3031882643699646,0.3031882643699646,-0.5
50637,88,0,27,composition,0,-0.3031882643699646,0.3031882643699646,-0.5
50637,88,0,27,random,1,-0.0002675652503967285,0.0002675652503967285,0.0
50637,88,0,36,WRITE,3,-0.05648773908615112,0.05648773908615112,-0.125
50637,88,0,36,conditional,0,-0.05255401134490967,0.05255401134490967,-0.125
50637,88,0,36,composition,0,-0.05255401134490967,0.05255401134490967,-0.125
50637,88,0,36,random,6,0.0030878782272338867,0.0030878782272338867,0.0
67327,9,1,9,WRITE,1,-4.023313522338867e-07,4.023313522338867e-07,0.0
67327,9,1,9,conditional,1,-4.023313522338867e-07,4.023313522338867e-07,0.0
67327,9,1,9,composition,1,-4.023313522338867e-07,4.023313522338867e-07,0.0
67327,9,1,9,random,5,-7.003545761108398e-07,7.003545761108398e-07,0.0
67327,9,1,18,WRITE,1,5.4836273193359375e-06,5.4836273193359375e-06,0.0
67327,9,1,18,conditional,1,5.4836273193359375e-06,5.4836273193359375e-06,0.0
67327,9,1,18,composition,1,5.4836273193359375e-06,5.4836273193359375e-06,0.0
67327,9,1,18,random,3,-1.9371509552001953e-07,1.9371509552001953e-07,0.0
67327,9,1,27,WRITE,1,-8.419156074523926e-06,8.419156074523926e-06,0.0
67327,9,1,27,conditional,1,-8.419156074523926e-06,8.419156074523926e-06,0.0
67327,9,1,27,composition,1,-8.419156074523926e-06,8.419156074523926e-06,0.0
67327,9,1,27,random,4,-6.109476089477539e-07,6.109476089477539e-07,0.0
67327,9,1,36,WRITE,1,1.043081283569336e-07,1.043081283569336e-07,0.0
67327,9,1,36,conditional,0,-0.032375916838645935,0.032375916838645935,-0.25
67327,9,1,36,composition,0,-0.032375916838645935,0.032375916838645935,-0.25
67327,9,1,36,random,1,1.043081283569336e-07,1.043081283569336e-07,0.0
79407,130,1,9,WRITE,2,-0.005856543779373169,0.005856543779373169,0.0
79407,130,1,9,conditional,2,-0.005856543779373169,0.005856543779373169,0.0
79407,130,1,9,composition,2,-0.005856543779373169,0.005856543779373169,0.0
79407,130,1,9,random,5,0.0007830038666725159,0.0007830038666725159,0.25
79407,130,1,18,WRITE,2,-0.0036865491420030594,0.0036865491420030594,0.0
79407,130,1,18,conditional,2,-0.0036865491420030594,0.0036865491420030594,0.0
79407,130,1,18,composition,7,-0.00444963201880455,0.00444963201880455,0.0
79407,130,1,18,random,6,-0.000608980655670166,0.000608980655670166,0.0
79407,130,1,27,WRITE,7,-0.0007361676543951035,0.0007361676543951035,0.25
79407,130,1,27,conditional,7,-0.0007361676543951035,0.0007361676543951035,0.25
79407,130,1,27,composition,7,-0.0007361676543951035,0.0007361676543951035,0.25
79407,130,1,27,random,3,-0.002989981323480606,0.002989981323480606,0.0
79407,130,1,36,WRITE,6,0.0004168897867202759,0.0004168897867202759,0.0
79407,130,1,36,conditional,0,0.0004163086414337158,0.0004163086414337158,0.0
79407,130,1,36,composition,0,0.0004163086414337158,0.0004163086414337158,0.0
79407,130,1,36,random,5,0.0004130527377128601,0.0004130527377128601,0.0
80273,89,0,9,WRITE,0,0.08959192037582397,0.08959192037582397,0.0
80273,89,0,9,conditional,0,0.08959192037582397,0.08959192037582397,0.0
80273,89,0,9,composition,0,0.08959192037582397,0.08959192037582397,0.0
80273,89,0,9,random,6,0.007451951503753662,0.007451951503753662,0.0
80273,89,0,18,WRITE,0,0.007203042507171631,0.007203042507171631,0.0
80273,89,0,18,conditional,0,0.007203042507171631,0.007203042507171631,0.0
80273,89,0,18,composition,0,0.007203042507171631,0.007203042507171631,0.0
80273,89,0,18,random,7,0.007686018943786621,0.007686018943786621,0.0
80273,89,0,27,WRITE,3,5.424022674560547e-06,5.424022674560547e-06,0.0
80273,89,0,27,conditional,3,5.424022674560547e-06,5.424022674560547e-06,0.0
80273,89,0,27,composition,3,5.424022674560547e-06,5.424022674560547e-06,0.0
80273,89,0,27,random,1,-0.10355764627456665,0.10355764627456665,0.0
80273,89,0,36,WRITE,0,0.08940783143043518,0.08940783143043518,0.0
80273,89,0,36,conditional,0,0.08940783143043518,0.08940783143043518,0.0
80273,89,0,36,composition,0,0.08940783143043518,0.08940783143043518,0.0
80273,89,0,36,random,5,5.304813385009766e-06,5.304813385009766e-06,0.0
89781,38,1,9,WRITE,1,0.023913055658340454,0.023913055658340454,0.0
89781,38,1,9,conditional,1,0.023913055658340454,0.023913055658340454,0.0
89781,38,1,9,composition,1,0.023913055658340454,0.023913055658340454,0.0
89781,38,1,9,random,2,7.43865966796875e-05,7.43865966796875e-05,0.0
89781,38,1,18,WRITE,1,0.023906365036964417,0.023906365036964417,0.0
89781,38,1,18,conditional,1,0.023906365036964417,0.023906365036964417,0.0
89781,38,1,18,composition,1,0.023906365036964417,0.023906365036964417,0.0
89781,38,1,18,random,7,0.0001179128885269165,0.0001179128885269165,0.0
89781,38,1,27,WRITE,2,-0.0019601285457611084,0.0019601285457611084,-0.125
89781,38,1,27,conditional,2,-0.0019601285457611084,0.0019601285457611084,-0.125
89781,38,1,27,composition,2,-0.0019601285457611084,0.0019601285457611084,-0.125
89781,38,1,27,random,3,0.023942813277244568,0.023942813277244568,0.0
89781,38,1,36,WRITE,2,0.02417430281639099,0.02417430281639099,0.0
89781,38,1,36,conditional,0,0.024005815386772156,0.024005815386772156,0.0
89781,38,1,36,composition,0,0.024005815386772156,0.024005815386772156,0.0
89781,38,1,36,random,4,-3.434717655181885e-05,3.434717655181885e-05,0.0
90138,23,0,9,WRITE,0,6.642937660217285e-05,6.642937660217285e-05,0.0
90138,23,0,9,conditional,0,6.642937660217285e-05,6.642937660217285e-05,0.0
90138,23,0,9,composition,0,6.642937660217285e-05,6.642937660217285e-05,0.0
90138,23,0,9,random,3,5.5849552154541016e-05,5.5849552154541016e-05,0.0
90138,23,0,18,WRITE,7,0.004363894462585449,0.004363894462585449,0.0
90138,23,0,18,conditional,2,-3.56137752532959e-06,3.56137752532959e-06,0.0
90138,23,0,18,composition,2,-3.56137752532959e-06,3.56137752532959e-06,0.0
90138,23,0,18,random,5,-8.484721183776855e-05,8.484721183776855e-05,0.0
90138,23,0,27,WRITE,7,0.005459204316139221,0.005459204316139221,0.0
90138,23,0,27,conditional,7,0.005459204316139221,0.005459204316139221,0.0
90138,23,0,27,composition,7,0.005459204316139221,0.005459204316139221,0.0
90138,23,0,27,random,4,0.0011002123355865479,0.0011002123355865479,0.0
90138,23,0,36,WRITE,0,-0.032356664538383484,0.032356664538383484,0.0
90138,23,0,36,conditional,0,-0.032356664538383484,0.032356664538383484,0.0
90138,23,0,36,composition,0,-0.032356664538383484,0.032356664538383484,0.0
90138,23,0,36,random,6,-2.041459083557129e-06,2.041459083557129e-06,0.0
100711,100,0,9,WRITE,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,9,conditional,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,9,composition,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,9,random,3,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,18,WRITE,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,18,conditional,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,18,composition,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,18,random,7,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,27,WRITE,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,27,conditional,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,27,composition,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,27,random,0,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,36,WRITE,5,-1.0728736015153117e-06,1.0728736015153117e-06,0.0
100711,100,0,36,conditional,0,-2.5033705242094584e-06,2.5033705242094584e-06,-0.25
100711,100,0,36,composition,0,-2.5033705242094584e-06,2.5033705242094584e-06,-0.25
100711,100,0,36,random,0,-2.5033705242094584e-06,2.5033705242094584e-06,-0.25
111789,214,0,9,WRITE,0,7.50968320062384e-06,7.50968320062384e-06,0.0
111789,214,0,9,conditional,0,7.50968320062384e-06,7.50968320062384e-06,0.0
111789,214,0,9,composition,0,7.50968320062384e-06,7.50968320062384e-06,0.0
111789,214,0,9,random,3,-1.8118378648068756e-05,1.8118378648068756e-05,-0.25
111789,214,0,18,WRITE,0,4.768007784150541e-07,4.768007784150541e-07,0.0
111789,214,0,18,conditional,0,4.768007784150541e-07,4.768007784150541e-07,0.0
111789,214,0,18,composition,0,4.768007784150541e-07,4.768007784150541e-07,0.0
111789,214,0,18,random,6,8.34409729577601e-06,8.34409729577601e-06,0.0
111789,214,0,27,WRITE,0,-1.1920128599740565e-06,1.1920128599740565e-06,0.0
111789,214,0,27,conditional,0,-1.1920128599740565e-06,1.1920128599740565e-06,0.0
111789,214,0,27,composition,0,-1.1920128599740565e-06,1.1920128599740565e-06,0.0
111789,214,0,27,random,1,0.0,0.0,0.0
111789,214,0,36,WRITE,0,1.1919473763555288e-07,1.1919473763555288e-07,0.0
111789,214,0,36,conditional,0,1.1919473763555288e-07,1.1919473763555288e-07,0.0
111789,214,0,36,composition,0,1.1919473763555288e-07,1.1919473763555288e-07,0.0
111789,214,0,36,random,5,0.0,0.0,0.0
118921,38,1,9,WRITE,5,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,9,conditional,5,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,9,composition,5,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,9,random,5,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,18,WRITE,5,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,18,conditional,5,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,18,composition,5,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,18,random,2,1.3112912711221725e-06,1.3112912711221725e-06,0.25
118921,38,1,27,WRITE,5,-2.3841676011215895e-07,2.3841676011215895e-07,0.0
118921,38,1,27,conditional,5,-2.3841676011215895e-07,2.3841676011215895e-07,0.0
118921,38,1,27,composition,5,-2.3841676011215895e-07,2.3841676011215895e-07,0.0
118921,38,1,27,random,1,1.9073336261499207e-06,1.9073336261499207e-06,0.25
118921,38,1,36,WRITE,5,1.9073336261499207e-06,1.9073336261499207e-06,0.25
118921,38,1,36,conditional,0,0.0,0.0,0.0
118921,38,1,36,composition,0,0.0,0.0,0.0
118921,38,1,36,random,3,1.9073336261499207e-06,1.9073336261499207e-06,0.25
122745,9,1,9,WRITE,1,4.009902477264404e-05,4.009902477264404e-05,0.0
122745,9,1,9,conditional,1,4.009902477264404e-05,4.009902477264404e-05,0.0
122745,9,1,9,composition,1,4.009902477264404e-05,4.009902477264404e-05,0.0
122745,9,1,9,random,7,0.013366922736167908,0.013366922736167908,0.0
122745,9,1,18,WRITE,1,-2.643093466758728e-05,2.643093466758728e-05,0.0
122745,9,1,18,conditional,1,-2.643093466758728e-05,2.643093466758728e-05,0.0
122745,9,1,18,composition,1,-2.643093466758728e-05,2.643093466758728e-05,0.0
122745,9,1,18,random,5,1.8145889043807983e-05,1.8145889043807983e-05,0.0
122745,9,1,27,WRITE,1,0.02382707968354225,0.02382707968354225,0.0
122745,9,1,27,conditional,1,0.02382707968354225,0.02382707968354225,0.0
122745,9,1,27,composition,1,0.02382707968354225,0.02382707968354225,0.0
122745,9,1,27,random,1,0.02382707968354225,0.02382707968354225,0.0
122745,9,1,36,WRITE,3,4.1332095861434937e-05,4.1332095861434937e-05,0.0
122745,9,1,36,conditional,0,0.013446837663650513,0.013446837663650513,0.0
122745,9,1,36,composition,0,0.013446837663650513,0.013446837663650513,0.0
122745,9,1,36,random,6,3.505870699882507e-05,3.505870699882507e-05,0.0
127494,37,1,9,WRITE,0,0.00616290420293808,0.00616290420293808,0.0
127494,37,1,9,conditional,0,0.00616290420293808,0.00616290420293808,0.0
127494,37,1,9,composition,0,0.00616290420293808,0.00616290420293808,0.0
127494,37,1,9,random,0,0.00616290420293808,0.00616290420293808,0.0
127494,37,1,18,WRITE,1,-0.003685109317302704,0.003685109317302704,0.0
127494,37,1,18,conditional,1,-0.003685109317302704,0.003685109317302704,0.0
127494,37,1,18,composition,1,-0.003685109317302704,0.003685109317302704,0.0
127494,37,1,18,random,2,0.0032037347555160522,0.0032037347555160522,0.0
127494,37,1,27,WRITE,1,-0.004325568675994873,0.004325568675994873,0.0
127494,37,1,27,conditional,1,-0.004325568675994873,0.004325568675994873,0.0
127494,37,1,27,composition,1,-0.004325568675994873,0.004325568675994873,0.0
127494,37,1,27,random,3,0.005380965769290924,0.005380965769290924,0.125
127494,37,1,36,WRITE,5,0.016291514039039612,0.016291514039039612,0.25
127494,37,1,36,conditional,0,0.005434669554233551,0.005434669554233551,0.0
127494,37,1,36,composition,0,0.005434669554233551,0.005434669554233551,0.0
127494,37,1,36,random,5,0.016291514039039612,0.016291514039039612,0.25
128756,186,0,9,WRITE,7,-0.0018992424011230469,0.0018992424011230469,0.125
128756,186,0,9,conditional,7,-0.0018992424011230469,0.0018992424011230469,0.125
128756,186,0,9,composition,7,-0.0018992424011230469,0.0018992424011230469,0.125
128756,186,0,9,random,4,-0.002296149730682373,0.002296149730682373,0.0
128756,186,0,18,WRITE,6,0.003989994525909424,0.003989994525909424,0.0
128756,186,0,18,conditional,6,0.003989994525909424,0.003989994525909424,0.0
