model,case_id,layer,strategy,lambda,finite_effect_norm
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,highest_8_region,0.75,1.0960110425949097
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,highest_8_region,1.0,1.2733616828918457
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,highest_8_region,1.25,1.4593653678894043
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,deterministic_random_region,0.0,1.2177073955535889
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,deterministic_random_region,0.25,1.2289552688598633
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,deterministic_random_region,0.5,1.242019772529602
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,deterministic_random_region,0.75,1.256841778755188
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,deterministic_random_region,1.0,1.2733616828918457
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,deterministic_random_region,1.25,1.2915130853652954
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_p_ffn_token,0.0,0.7145786881446838
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_p_ffn_token,0.25,0.7424192428588867
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_p_ffn_token,0.5,0.7729906439781189
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_p_ffn_token,0.75,0.8059945702552795
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_p_ffn_token,1.0,0.841154932975769
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_p_ffn_token,1.25,0.8782224059104919
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_8_region,0.0,0.4202973544597626
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_8_region,0.25,0.4974464774131775
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_8_region,0.5,0.599542498588562
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_8_region,0.75,0.7160834074020386
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_8_region,1.0,0.841154932975769
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,highest_8_region,1.25,0.9715164303779602
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,deterministic_random_region,0.0,0.8225986361503601
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,deterministic_random_region,0.25,0.8263184428215027
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,deterministic_random_region,0.5,0.8306570649147034
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,deterministic_random_region,0.75,0.8356060981750488
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,deterministic_random_region,1.0,0.841154932975769
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,deterministic_random_region,1.25,0.8472919464111328
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_p_ffn_token,0.0,10.369400024414062
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_p_ffn_token,0.25,10.350709915161133
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_p_ffn_token,0.5,10.334216117858887
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_p_ffn_token,0.75,10.319944381713867
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_p_ffn_token,1.0,10.307908058166504
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_p_ffn_token,1.25,10.298083305358887
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_8_region,0.0,8.95028305053711
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_8_region,0.25,9.283848762512207
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_8_region,0.5,9.621650695800781
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_8_region,0.75,9.963172912597656
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_8_region,1.0,10.307908058166504
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,highest_8_region,1.25,10.655426979064941
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,deterministic_random_region,0.0,8.594263076782227
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,deterministic_random_region,0.25,9.021408081054688
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,deterministic_random_region,0.5,9.449533462524414
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,deterministic_random_region,0.75,9.87842845916748
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,deterministic_random_region,1.0,10.307908058166504
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,deterministic_random_region,1.25,10.737828254699707
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_p_ffn_token,0.0,1.1287009716033936
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_p_ffn_token,0.25,1.1685864925384521
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_p_ffn_token,0.5,1.2094199657440186
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_p_ffn_token,0.75,1.2511036396026611
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_p_ffn_token,1.0,1.2935508489608765
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_p_ffn_token,1.25,1.336686611175537
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_8_region,0.0,0.9297418594360352
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_8_region,0.25,1.0156291723251343
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_8_region,0.5,1.10545814037323
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_8_region,0.75,1.198323369026184
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_8_region,1.0,1.2935508489608765
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,highest_8_region,1.25,1.3906376361846924
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,deterministic_random_region,0.0,1.2307764291763306
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,deterministic_random_region,0.25,1.2454719543457031
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,deterministic_random_region,0.5,1.2608503103256226
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,deterministic_random_region,0.75,1.2768841981887817
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,deterministic_random_region,1.0,1.2935508489608765
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,deterministic_random_region,1.25,1.3108259439468384
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_p_ffn_token,0.0,2.113888740539551
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_p_ffn_token,0.25,2.1711513996124268
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_p_ffn_token,0.5,2.244161605834961
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_p_ffn_token,0.75,2.3317461013793945
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_p_ffn_token,1.0,2.432619094848633
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_p_ffn_token,1.25,2.5454676151275635
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_8_region,0.0,1.5981029272079468
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_8_region,0.25,1.7008496522903442
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_8_region,0.5,1.888100028038025
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_8_region,0.75,2.1383936405181885
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_8_region,1.0,2.432619094848633
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,highest_8_region,1.25,2.756742000579834
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,deterministic_random_region,0.0,2.3370563983917236
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,deterministic_random_region,0.25,2.359128713607788
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,deterministic_random_region,0.5,2.3824305534362793
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,deterministic_random_region,0.75,2.4069364070892334
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,deterministic_random_region,1.0,2.432619094848633
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,deterministic_random_region,1.25,2.4594578742980957
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_p_ffn_token,0.0,9.522282600402832
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_p_ffn_token,0.25,9.530390739440918
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_p_ffn_token,0.5,9.53957748413086
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_p_ffn_token,0.75,9.549823760986328
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_p_ffn_token,1.0,9.561132431030273
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_p_ffn_token,1.25,9.573508262634277
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_8_region,0.0,8.354296684265137
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_8_region,0.25,8.65489387512207
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_8_region,0.5,8.956317901611328
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_8_region,0.75,9.258443832397461
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_8_region,1.0,9.561132431030273
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,highest_8_region,1.25,9.86429500579834
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,deterministic_random_region,0.0,8.420032501220703
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,deterministic_random_region,0.25,8.70462417602539
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,deterministic_random_region,0.5,8.989703178405762
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,deterministic_random_region,0.75,9.27523136138916
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,deterministic_random_region,1.0,9.561132431030273
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,deterministic_random_region,1.25,9.847366333007812
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_p_ffn_token,0.0,1.1008031368255615
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_p_ffn_token,0.25,1.144681453704834
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_p_ffn_token,0.5,1.1952215433120728
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_p_ffn_token,0.75,1.2515753507614136
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_p_ffn_token,1.0,1.3129518032073975
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_p_ffn_token,1.25,1.3786414861679077
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_8_region,0.0,0.8188989162445068
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_8_region,0.25,0.9062376618385315
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_8_region,0.5,1.0235050916671753
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_8_region,0.75,1.161334753036499
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_8_region,1.0,1.3129518032073975
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,highest_8_region,1.25,1.4738109111785889
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,deterministic_random_region,0.0,1.194334626197815
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,deterministic_random_region,0.25,1.2225319147109985
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,deterministic_random_region,0.5,1.2517468929290771
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,deterministic_random_region,0.75,1.2819087505340576
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,deterministic_random_region,1.0,1.3129518032073975
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,deterministic_random_region,1.25,1.3448148965835571
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_p_ffn_token,0.0,8.556951522827148
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_p_ffn_token,0.25,8.527705192565918
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_p_ffn_token,0.5,8.500760078430176
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_p_ffn_token,0.75,8.476164817810059
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_p_ffn_token,1.0,8.453924179077148
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_p_ffn_token,1.25,8.434065818786621
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_8_region,0.0,7.57729434967041
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_8_region,0.25,7.788295745849609
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_8_region,0.5,8.005123138427734
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_8_region,0.75,8.227166175842285
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_8_region,1.0,8.453924179077148
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,highest_8_region,1.25,8.684917449951172
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,deterministic_random_region,0.0,7.677277088165283
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,deterministic_random_region,0.25,7.870903015136719
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,deterministic_random_region,0.5,8.064912796020508
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,deterministic_random_region,0.75,8.259259223937988
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,deterministic_random_region,1.0,8.453924179077148
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,deterministic_random_region,1.25,8.648877143859863
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_p_ffn_token,0.0,0.955420970916748
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_p_ffn_token,0.25,0.9673222303390503
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_p_ffn_token,0.5,0.9795051217079163
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_p_ffn_token,0.75,0.9919661283493042
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_p_ffn_token,1.0,1.0047023296356201
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_p_ffn_token,1.25,1.0177104473114014
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_8_region,0.0,0.630125880241394
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_8_region,0.25,0.7191993594169617
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_8_region,0.5,0.8116063475608826
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_8_region,0.75,0.9068759679794312
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_8_region,1.0,1.0047023296356201
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,highest_8_region,1.25,1.1048798561096191
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,deterministic_random_region,0.0,0.9856694340705872
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,deterministic_random_region,0.25,0.9900469183921814
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,deterministic_random_region,0.5,0.9946805238723755
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,deterministic_random_region,0.75,0.9995670914649963
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,deterministic_random_region,1.0,1.0047023296356201
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,deterministic_random_region,1.25,1.010082721710205
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_p_ffn_token,0.0,3.298504590988159
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_p_ffn_token,0.25,3.3292245864868164
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_p_ffn_token,0.5,3.360487461090088
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_p_ffn_token,0.75,3.3922746181488037
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_p_ffn_token,1.0,3.4245615005493164
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_p_ffn_token,1.25,3.457332134246826
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_8_region,0.0,2.5868685245513916
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_8_region,0.25,2.78696870803833
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_8_region,0.5,2.994447708129883
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_8_region,0.75,3.2074716091156006
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_8_region,1.0,3.4245615005493164
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,highest_8_region,1.25,3.6445155143737793
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,deterministic_random_region,0.0,3.294555187225342
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,deterministic_random_region,0.25,3.3260767459869385
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,deterministic_random_region,0.5,3.3582680225372314
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,deterministic_random_region,0.75,3.3911044597625732
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,deterministic_random_region,1.0,3.4245615005493164
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,deterministic_random_region,1.25,3.4586181640625
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_p_ffn_token,0.0,13.158608436584473
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_p_ffn_token,0.25,13.137828826904297
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_p_ffn_token,0.5,13.117199897766113
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_p_ffn_token,0.75,13.096697807312012
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_p_ffn_token,1.0,13.076359748840332
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_p_ffn_token,1.25,13.056178092956543
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_8_region,0.0,11.351402282714844
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_8_region,0.25,11.779414176940918
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_8_region,0.5,12.209754943847656
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_8_region,0.75,12.642125129699707
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_8_region,1.0,13.076359748840332
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,highest_8_region,1.25,13.512238502502441
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,deterministic_random_region,0.0,10.90648078918457
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,deterministic_random_region,0.25,11.445772171020508
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,deterministic_random_region,0.5,11.987329483032227
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,deterministic_random_region,0.75,12.530912399291992
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,deterministic_random_region,1.0,13.076359748840332
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,deterministic_random_region,1.25,13.623537063598633
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_p_ffn_token,0.0,1.9444509744644165
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_p_ffn_token,0.25,1.964061975479126
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_p_ffn_token,0.5,1.9888283014297485
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_p_ffn_token,0.75,2.0185465812683105
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_p_ffn_token,1.0,2.052985906600952
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_p_ffn_token,1.25,2.09189510345459
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_8_region,0.0,1.089841365814209
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_8_region,0.25,1.3130757808685303
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_8_region,0.5,1.5519111156463623
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_8_region,0.75,1.7997621297836304
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_8_region,1.0,2.052985906600952
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,highest_8_region,1.25,2.309438705444336
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,deterministic_random_region,0.0,1.318490982055664
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,deterministic_random_region,0.25,1.4836348295211792
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,deterministic_random_region,0.5,1.663983702659607
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,deterministic_random_region,0.75,1.8548320531845093
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,deterministic_random_region,1.0,2.052985906600952
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,deterministic_random_region,1.25,2.2562625408172607
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_p_ffn_token,0.0,0.8855444192886353
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_p_ffn_token,0.25,0.8945595622062683
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_p_ffn_token,0.5,0.9041488766670227
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_p_ffn_token,0.75,0.9142959117889404
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_p_ffn_token,1.0,0.9249822497367859
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_p_ffn_token,1.25,0.9361903071403503
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_8_region,0.0,0.7097907662391663
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_8_region,0.25,0.758531391620636
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_8_region,0.5,0.8110896348953247
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_8_region,0.75,0.8667638897895813
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_8_region,1.0,0.9249822497367859
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,highest_8_region,1.25,0.9852858185768127
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,deterministic_random_region,0.0,0.8147732615470886
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,deterministic_random_region,0.25,0.8411054015159607
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,deterministic_random_region,0.5,0.8683046102523804
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,deterministic_random_region,0.75,0.8962881565093994
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,deterministic_random_region,1.0,0.9249822497367859
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,deterministic_random_region,1.25,0.9543203711509705
llava_1_5_7b,llava_1_5_7b:266611:63:16,16,highest_p_ffn_token,0.0,0.4931395947933197
llava_1_5_7b,llava_1_5_7b:266611:63:16,16,highest_p_ffn_token,0.25,0.49564990401268005
llava_1_5_7b,llava_1_5_7b:266611:63:16,16,highest_p_ffn_token,0.5,0.4987356960773468
llava_1_5_7b,llava_1_5_7b:266611:63:16,16,highest_p_ffn_token,0.75,0.5023884773254395
llava_1_5_7b,llava_1_5_7b:266611:63:16,16,highest_p_ffn_token,1.0,0.5065945982933044
