model,image_id,response_index,layer,method,metric,value
llava_1_5_7b,54133,27,16,WRITE,patch_aupr,0.5476458072662354
llava_1_5_7b,54133,27,16,JFFN,bbox_mass,0.5606657862663269
llava_1_5_7b,54133,27,16,JFFN,top1_pointing,1.0
llava_1_5_7b,54133,27,16,JFFN,patch_aupr,0.5393263101577759
llava_1_5_7b,54133,27,16,Q_POSITIVE,bbox_mass,0.8279184699058533
llava_1_5_7b,54133,27,16,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,54133,27,16,Q_POSITIVE,patch_aupr,0.5964482426643372
llava_1_5_7b,54133,27,16,LOGIT_MARGIN_POSITIVE,bbox_mass,0.8032737970352173
llava_1_5_7b,54133,27,16,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,54133,27,16,LOGIT_MARGIN_POSITIVE,patch_aupr,0.3517334759235382
llava_1_5_7b,54133,27,24,WRITE,bbox_mass,0.29863277077674866
llava_1_5_7b,54133,27,24,WRITE,top1_pointing,0.0
llava_1_5_7b,54133,27,24,WRITE,patch_aupr,0.31325286626815796
llava_1_5_7b,54133,27,24,JFFN,bbox_mass,0.2996356785297394
llava_1_5_7b,54133,27,24,JFFN,top1_pointing,0.0
llava_1_5_7b,54133,27,24,JFFN,patch_aupr,0.3157760798931122
llava_1_5_7b,54133,27,24,Q_POSITIVE,bbox_mass,0.40713977813720703
llava_1_5_7b,54133,27,24,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,54133,27,24,Q_POSITIVE,patch_aupr,0.3780438303947449
llava_1_5_7b,54133,27,24,LOGIT_MARGIN_POSITIVE,bbox_mass,0.31731992959976196
llava_1_5_7b,54133,27,24,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,54133,27,24,LOGIT_MARGIN_POSITIVE,patch_aupr,0.24240480363368988
llava_1_5_7b,54133,27,32,WRITE,bbox_mass,0.14621926844120026
llava_1_5_7b,54133,27,32,WRITE,top1_pointing,0.0
llava_1_5_7b,54133,27,32,WRITE,patch_aupr,0.22049890458583832
llava_1_5_7b,54133,27,32,JFFN,bbox_mass,0.12080200016498566
llava_1_5_7b,54133,27,32,JFFN,top1_pointing,0.0
llava_1_5_7b,54133,27,32,JFFN,patch_aupr,0.16837961971759796
llava_1_5_7b,54133,27,32,Q_POSITIVE,bbox_mass,0.11752375215291977
llava_1_5_7b,54133,27,32,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,54133,27,32,Q_POSITIVE,patch_aupr,0.15671232342720032
llava_1_5_7b,54133,27,32,LOGIT_MARGIN_POSITIVE,bbox_mass,0.24595904350280762
llava_1_5_7b,54133,27,32,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,54133,27,32,LOGIT_MARGIN_POSITIVE,patch_aupr,0.17167888581752777
llava_1_5_7b,527102,4,8,WRITE,bbox_mass,0.3346170485019684
llava_1_5_7b,527102,4,8,WRITE,top1_pointing,1.0
llava_1_5_7b,527102,4,8,WRITE,patch_aupr,0.41769611835479736
llava_1_5_7b,527102,4,8,JFFN,bbox_mass,0.3365688920021057
llava_1_5_7b,527102,4,8,JFFN,top1_pointing,1.0
llava_1_5_7b,527102,4,8,JFFN,patch_aupr,0.42200013995170593
llava_1_5_7b,527102,4,8,Q_POSITIVE,bbox_mass,0.3496241271495819
llava_1_5_7b,527102,4,8,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,527102,4,8,Q_POSITIVE,patch_aupr,0.43284761905670166
llava_1_5_7b,527102,4,8,LOGIT_MARGIN_POSITIVE,bbox_mass,0.1395055204629898
llava_1_5_7b,527102,4,8,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,527102,4,8,LOGIT_MARGIN_POSITIVE,patch_aupr,0.270109623670578
llava_1_5_7b,527102,4,16,WRITE,bbox_mass,0.4223490357398987
llava_1_5_7b,527102,4,16,WRITE,top1_pointing,1.0
llava_1_5_7b,527102,4,16,WRITE,patch_aupr,0.4481697678565979
llava_1_5_7b,527102,4,16,JFFN,bbox_mass,0.40904125571250916
llava_1_5_7b,527102,4,16,JFFN,top1_pointing,1.0
llava_1_5_7b,527102,4,16,JFFN,patch_aupr,0.43987229466438293
llava_1_5_7b,527102,4,16,Q_POSITIVE,bbox_mass,0.49967193603515625
llava_1_5_7b,527102,4,16,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,527102,4,16,Q_POSITIVE,patch_aupr,0.4938385784626007
llava_1_5_7b,527102,4,16,LOGIT_MARGIN_POSITIVE,bbox_mass,0.6664294600486755
llava_1_5_7b,527102,4,16,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,527102,4,16,LOGIT_MARGIN_POSITIVE,patch_aupr,0.4953882694244385
llava_1_5_7b,527102,4,24,WRITE,bbox_mass,0.2617756724357605
llava_1_5_7b,527102,4,24,WRITE,top1_pointing,0.0
llava_1_5_7b,527102,4,24,WRITE,patch_aupr,0.3905634880065918
llava_1_5_7b,527102,4,24,JFFN,bbox_mass,0.2642194628715515
llava_1_5_7b,527102,4,24,JFFN,top1_pointing,0.0
llava_1_5_7b,527102,4,24,JFFN,patch_aupr,0.3907638490200043
llava_1_5_7b,527102,4,24,Q_POSITIVE,bbox_mass,0.14136338233947754
llava_1_5_7b,527102,4,24,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,527102,4,24,Q_POSITIVE,patch_aupr,0.34251484274864197
llava_1_5_7b,527102,4,24,LOGIT_MARGIN_POSITIVE,bbox_mass,0.2241923213005066
llava_1_5_7b,527102,4,24,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,527102,4,24,LOGIT_MARGIN_POSITIVE,patch_aupr,0.3078605830669403
llava_1_5_7b,527102,4,32,WRITE,bbox_mass,0.17710289359092712
llava_1_5_7b,527102,4,32,WRITE,top1_pointing,0.0
llava_1_5_7b,527102,4,32,WRITE,patch_aupr,0.30847442150115967
llava_1_5_7b,527102,4,32,JFFN,bbox_mass,0.17576761543750763
llava_1_5_7b,527102,4,32,JFFN,top1_pointing,0.0
llava_1_5_7b,527102,4,32,JFFN,patch_aupr,0.28417977690696716
llava_1_5_7b,527102,4,32,Q_POSITIVE,bbox_mass,0.192849263548851
llava_1_5_7b,527102,4,32,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,527102,4,32,Q_POSITIVE,patch_aupr,0.2876248061656952
llava_1_5_7b,527102,4,32,LOGIT_MARGIN_POSITIVE,bbox_mass,0.1534593105316162
llava_1_5_7b,527102,4,32,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,527102,4,32,LOGIT_MARGIN_POSITIVE,patch_aupr,0.2703128159046173
llava_1_5_7b,485951,19,8,WRITE,bbox_mass,0.16103507578372955
llava_1_5_7b,485951,19,8,WRITE,top1_pointing,0.0
llava_1_5_7b,485951,19,8,WRITE,patch_aupr,0.23977875709533691
llava_1_5_7b,485951,19,8,JFFN,bbox_mass,0.18680506944656372
llava_1_5_7b,485951,19,8,JFFN,top1_pointing,1.0
llava_1_5_7b,485951,19,8,JFFN,patch_aupr,0.2993282973766327
llava_1_5_7b,485951,19,8,Q_POSITIVE,bbox_mass,0.2258148193359375
llava_1_5_7b,485951,19,8,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,485951,19,8,Q_POSITIVE,patch_aupr,0.3778470754623413
llava_1_5_7b,485951,19,8,LOGIT_MARGIN_POSITIVE,bbox_mass,0.12782013416290283
llava_1_5_7b,485951,19,8,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,485951,19,8,LOGIT_MARGIN_POSITIVE,patch_aupr,0.15452949702739716
llava_1_5_7b,485951,19,16,WRITE,bbox_mass,0.1288217008113861
llava_1_5_7b,485951,19,16,WRITE,top1_pointing,0.0
llava_1_5_7b,485951,19,16,WRITE,patch_aupr,0.20164768397808075
llava_1_5_7b,485951,19,16,JFFN,bbox_mass,0.13214322924613953
llava_1_5_7b,485951,19,16,JFFN,top1_pointing,0.0
llava_1_5_7b,485951,19,16,JFFN,patch_aupr,0.20468534529209137
llava_1_5_7b,485951,19,16,Q_POSITIVE,bbox_mass,0.15453973412513733
llava_1_5_7b,485951,19,16,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,485951,19,16,Q_POSITIVE,patch_aupr,0.2377997785806656
llava_1_5_7b,485951,19,16,LOGIT_MARGIN_POSITIVE,bbox_mass,0.05211968347430229
llava_1_5_7b,485951,19,16,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,485951,19,16,LOGIT_MARGIN_POSITIVE,patch_aupr,0.06064552813768387
llava_1_5_7b,485951,19,24,WRITE,bbox_mass,0.1752128303050995
llava_1_5_7b,485951,19,24,WRITE,top1_pointing,0.0
llava_1_5_7b,485951,19,24,WRITE,patch_aupr,0.2495652586221695
llava_1_5_7b,485951,19,24,JFFN,bbox_mass,0.17430707812309265
llava_1_5_7b,485951,19,24,JFFN,top1_pointing,0.0
llava_1_5_7b,485951,19,24,JFFN,patch_aupr,0.2485637664794922
llava_1_5_7b,485951,19,24,Q_POSITIVE,bbox_mass,0.15820840001106262
llava_1_5_7b,485951,19,24,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,485951,19,24,Q_POSITIVE,patch_aupr,0.22733262181282043
llava_1_5_7b,485951,19,24,LOGIT_MARGIN_POSITIVE,bbox_mass,0.059605810791254044
llava_1_5_7b,485951,19,24,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,485951,19,24,LOGIT_MARGIN_POSITIVE,patch_aupr,0.07621518522500992
llava_1_5_7b,485951,19,32,WRITE,bbox_mass,0.059601809829473495
llava_1_5_7b,485951,19,32,WRITE,top1_pointing,0.0
llava_1_5_7b,485951,19,32,WRITE,patch_aupr,0.09486079216003418
llava_1_5_7b,485951,19,32,JFFN,bbox_mass,0.03841956704854965
llava_1_5_7b,485951,19,32,JFFN,top1_pointing,0.0
llava_1_5_7b,485951,19,32,JFFN,patch_aupr,0.05836861580610275
llava_1_5_7b,485951,19,32,Q_POSITIVE,bbox_mass,0.030349764972925186
llava_1_5_7b,485951,19,32,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,485951,19,32,Q_POSITIVE,patch_aupr,0.04768536239862442
llava_1_5_7b,485951,19,32,LOGIT_MARGIN_POSITIVE,bbox_mass,0.04167681187391281
llava_1_5_7b,485951,19,32,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,485951,19,32,LOGIT_MARGIN_POSITIVE,patch_aupr,0.060084760189056396
llava_1_5_7b,265777,4,8,WRITE,bbox_mass,0.5567991137504578
llava_1_5_7b,265777,4,8,WRITE,top1_pointing,1.0
llava_1_5_7b,265777,4,8,WRITE,patch_aupr,0.5375075340270996
llava_1_5_7b,265777,4,8,JFFN,bbox_mass,0.5595077276229858
llava_1_5_7b,265777,4,8,JFFN,top1_pointing,1.0
llava_1_5_7b,265777,4,8,JFFN,patch_aupr,0.5371603965759277
llava_1_5_7b,265777,4,8,Q_POSITIVE,bbox_mass,0.6426721215248108
llava_1_5_7b,265777,4,8,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,265777,4,8,Q_POSITIVE,patch_aupr,0.5963960289955139
llava_1_5_7b,265777,4,8,LOGIT_MARGIN_POSITIVE,bbox_mass,0.32263949513435364
llava_1_5_7b,265777,4,8,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,265777,4,8,LOGIT_MARGIN_POSITIVE,patch_aupr,0.3495851159095764
llava_1_5_7b,265777,4,16,WRITE,bbox_mass,0.6683116555213928
llava_1_5_7b,265777,4,16,WRITE,top1_pointing,1.0
llava_1_5_7b,265777,4,16,WRITE,patch_aupr,0.6411500573158264
llava_1_5_7b,265777,4,16,JFFN,bbox_mass,0.6761736869812012
llava_1_5_7b,265777,4,16,JFFN,top1_pointing,1.0
llava_1_5_7b,265777,4,16,JFFN,patch_aupr,0.6406698226928711
llava_1_5_7b,265777,4,16,Q_POSITIVE,bbox_mass,0.8497008681297302
llava_1_5_7b,265777,4,16,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,265777,4,16,Q_POSITIVE,patch_aupr,0.7228899002075195
llava_1_5_7b,265777,4,16,LOGIT_MARGIN_POSITIVE,bbox_mass,0.518954336643219
llava_1_5_7b,265777,4,16,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,265777,4,16,LOGIT_MARGIN_POSITIVE,patch_aupr,0.39218324422836304
llava_1_5_7b,265777,4,24,WRITE,bbox_mass,0.48335564136505127
llava_1_5_7b,265777,4,24,WRITE,top1_pointing,0.0
llava_1_5_7b,265777,4,24,WRITE,patch_aupr,0.5195602178573608
llava_1_5_7b,265777,4,24,JFFN,bbox_mass,0.4717964828014374
llava_1_5_7b,265777,4,24,JFFN,top1_pointing,0.0
llava_1_5_7b,265777,4,24,JFFN,patch_aupr,0.5129906535148621
llava_1_5_7b,265777,4,24,Q_POSITIVE,bbox_mass,0.5049726963043213
llava_1_5_7b,265777,4,24,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,265777,4,24,Q_POSITIVE,patch_aupr,0.5260705947875977
llava_1_5_7b,265777,4,24,LOGIT_MARGIN_POSITIVE,bbox_mass,0.36363089084625244
llava_1_5_7b,265777,4,24,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,265777,4,24,LOGIT_MARGIN_POSITIVE,patch_aupr,0.3990802466869354
llava_1_5_7b,265777,4,32,WRITE,bbox_mass,0.2677185535430908
llava_1_5_7b,265777,4,32,WRITE,top1_pointing,0.0
llava_1_5_7b,265777,4,32,WRITE,patch_aupr,0.34577324986457825
llava_1_5_7b,265777,4,32,JFFN,bbox_mass,0.2522381544113159
llava_1_5_7b,265777,4,32,JFFN,top1_pointing,0.0
llava_1_5_7b,265777,4,32,JFFN,patch_aupr,0.3110731542110443
llava_1_5_7b,265777,4,32,Q_POSITIVE,bbox_mass,0.2525085508823395
llava_1_5_7b,265777,4,32,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,265777,4,32,Q_POSITIVE,patch_aupr,0.31734687089920044
llava_1_5_7b,265777,4,32,LOGIT_MARGIN_POSITIVE,bbox_mass,0.13051055371761322
llava_1_5_7b,265777,4,32,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,265777,4,32,LOGIT_MARGIN_POSITIVE,patch_aupr,0.45089587569236755
llava_1_5_7b,478407,4,8,WRITE,bbox_mass,0.6484508514404297
llava_1_5_7b,478407,4,8,WRITE,top1_pointing,1.0
llava_1_5_7b,478407,4,8,WRITE,patch_aupr,0.6513956785202026
llava_1_5_7b,478407,4,8,JFFN,bbox_mass,0.6448663473129272
llava_1_5_7b,478407,4,8,JFFN,top1_pointing,1.0
llava_1_5_7b,478407,4,8,JFFN,patch_aupr,0.6490656733512878
llava_1_5_7b,478407,4,8,Q_POSITIVE,bbox_mass,0.6508997082710266
llava_1_5_7b,478407,4,8,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,478407,4,8,Q_POSITIVE,patch_aupr,0.657627284526825
llava_1_5_7b,478407,4,8,LOGIT_MARGIN_POSITIVE,bbox_mass,0.32255828380584717
llava_1_5_7b,478407,4,8,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,478407,4,8,LOGIT_MARGIN_POSITIVE,patch_aupr,0.5740573406219482
llava_1_5_7b,478407,4,16,WRITE,bbox_mass,0.7908757328987122
llava_1_5_7b,478407,4,16,WRITE,top1_pointing,1.0
llava_1_5_7b,478407,4,16,WRITE,patch_aupr,0.7563669085502625
llava_1_5_7b,478407,4,16,JFFN,bbox_mass,0.7936395406723022
llava_1_5_7b,478407,4,16,JFFN,top1_pointing,1.0
llava_1_5_7b,478407,4,16,JFFN,patch_aupr,0.7579845190048218
llava_1_5_7b,478407,4,16,Q_POSITIVE,bbox_mass,0.8929222822189331
llava_1_5_7b,478407,4,16,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,478407,4,16,Q_POSITIVE,patch_aupr,0.8146985769271851
llava_1_5_7b,478407,4,16,LOGIT_MARGIN_POSITIVE,bbox_mass,0.5541704297065735
llava_1_5_7b,478407,4,16,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,478407,4,16,LOGIT_MARGIN_POSITIVE,patch_aupr,0.6321278810501099
llava_1_5_7b,478407,4,24,WRITE,bbox_mass,0.667827844619751
llava_1_5_7b,478407,4,24,WRITE,top1_pointing,1.0
llava_1_5_7b,478407,4,24,WRITE,patch_aupr,0.6479774117469788
llava_1_5_7b,478407,4,24,JFFN,bbox_mass,0.6553707718849182
llava_1_5_7b,478407,4,24,JFFN,top1_pointing,1.0
llava_1_5_7b,478407,4,24,JFFN,patch_aupr,0.6423659324645996
llava_1_5_7b,478407,4,24,Q_POSITIVE,bbox_mass,0.7091127634048462
llava_1_5_7b,478407,4,24,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,478407,4,24,Q_POSITIVE,patch_aupr,0.6602046489715576
llava_1_5_7b,478407,4,24,LOGIT_MARGIN_POSITIVE,bbox_mass,0.8623785972595215
llava_1_5_7b,478407,4,24,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,478407,4,24,LOGIT_MARGIN_POSITIVE,patch_aupr,0.7083902359008789
llava_1_5_7b,478407,4,32,WRITE,bbox_mass,0.5728814601898193
llava_1_5_7b,478407,4,32,WRITE,top1_pointing,1.0
llava_1_5_7b,478407,4,32,WRITE,patch_aupr,0.6051920652389526
llava_1_5_7b,478407,4,32,JFFN,bbox_mass,0.519477128982544
llava_1_5_7b,478407,4,32,JFFN,top1_pointing,1.0
llava_1_5_7b,478407,4,32,JFFN,patch_aupr,0.5626311302185059
llava_1_5_7b,478407,4,32,Q_POSITIVE,bbox_mass,0.49125340580940247
llava_1_5_7b,478407,4,32,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,478407,4,32,Q_POSITIVE,patch_aupr,0.5497580766677856
llava_1_5_7b,478407,4,32,LOGIT_MARGIN_POSITIVE,bbox_mass,0.4203247129917145
llava_1_5_7b,478407,4,32,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,478407,4,32,LOGIT_MARGIN_POSITIVE,patch_aupr,0.49274399876594543
llava_1_5_7b,28682,9,8,WRITE,bbox_mass,0.3237573802471161
llava_1_5_7b,28682,9,8,WRITE,top1_pointing,1.0
llava_1_5_7b,28682,9,8,WRITE,patch_aupr,0.23376773297786713
llava_1_5_7b,28682,9,8,JFFN,bbox_mass,0.3021324574947357
llava_1_5_7b,28682,9,8,JFFN,top1_pointing,1.0
llava_1_5_7b,28682,9,8,JFFN,patch_aupr,0.23576293885707855
llava_1_5_7b,28682,9,8,Q_POSITIVE,bbox_mass,0.37077683210372925
llava_1_5_7b,28682,9,8,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,28682,9,8,Q_POSITIVE,patch_aupr,0.28927746415138245
llava_1_5_7b,28682,9,8,LOGIT_MARGIN_POSITIVE,bbox_mass,0.21314319968223572
llava_1_5_7b,28682,9,8,LOGIT_MARGIN_POSITIVE,top1_pointing,0.0
llava_1_5_7b,28682,9,8,LOGIT_MARGIN_POSITIVE,patch_aupr,0.29627326130867004
llava_1_5_7b,28682,9,16,WRITE,bbox_mass,0.43613314628601074
llava_1_5_7b,28682,9,16,WRITE,top1_pointing,1.0
llava_1_5_7b,28682,9,16,WRITE,patch_aupr,0.3814404606819153
llava_1_5_7b,28682,9,16,JFFN,bbox_mass,0.43512216210365295
llava_1_5_7b,28682,9,16,JFFN,top1_pointing,1.0
llava_1_5_7b,28682,9,16,JFFN,patch_aupr,0.38234567642211914
llava_1_5_7b,28682,9,16,Q_POSITIVE,bbox_mass,0.6246218085289001
llava_1_5_7b,28682,9,16,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,28682,9,16,Q_POSITIVE,patch_aupr,0.45119810104370117
llava_1_5_7b,28682,9,16,LOGIT_MARGIN_POSITIVE,bbox_mass,0.7400550842285156
llava_1_5_7b,28682,9,16,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,28682,9,16,LOGIT_MARGIN_POSITIVE,patch_aupr,0.3437192142009735
llava_1_5_7b,28682,9,24,WRITE,bbox_mass,0.41651004552841187
llava_1_5_7b,28682,9,24,WRITE,top1_pointing,1.0
llava_1_5_7b,28682,9,24,WRITE,patch_aupr,0.3343784213066101
llava_1_5_7b,28682,9,24,JFFN,bbox_mass,0.41421645879745483
llava_1_5_7b,28682,9,24,JFFN,top1_pointing,1.0
llava_1_5_7b,28682,9,24,JFFN,patch_aupr,0.33286982774734497
llava_1_5_7b,28682,9,24,Q_POSITIVE,bbox_mass,0.49375948309898376
llava_1_5_7b,28682,9,24,Q_POSITIVE,top1_pointing,1.0
llava_1_5_7b,28682,9,24,Q_POSITIVE,patch_aupr,0.34449291229248047
llava_1_5_7b,28682,9,24,LOGIT_MARGIN_POSITIVE,bbox_mass,0.4476402699947357
llava_1_5_7b,28682,9,24,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,28682,9,24,LOGIT_MARGIN_POSITIVE,patch_aupr,0.3270064890384674
llava_1_5_7b,28682,9,32,WRITE,bbox_mass,0.19407057762145996
llava_1_5_7b,28682,9,32,WRITE,top1_pointing,0.0
llava_1_5_7b,28682,9,32,WRITE,patch_aupr,0.2581912577152252
llava_1_5_7b,28682,9,32,JFFN,bbox_mass,0.1627868413925171
llava_1_5_7b,28682,9,32,JFFN,top1_pointing,0.0
llava_1_5_7b,28682,9,32,JFFN,patch_aupr,0.21525755524635315
llava_1_5_7b,28682,9,32,Q_POSITIVE,bbox_mass,0.17046821117401123
llava_1_5_7b,28682,9,32,Q_POSITIVE,top1_pointing,0.0
llava_1_5_7b,28682,9,32,Q_POSITIVE,patch_aupr,0.2174295336008072
llava_1_5_7b,28682,9,32,LOGIT_MARGIN_POSITIVE,bbox_mass,0.1638566255569458
llava_1_5_7b,28682,9,32,LOGIT_MARGIN_POSITIVE,top1_pointing,1.0
llava_1_5_7b,28682,9,32,LOGIT_MARGIN_POSITIVE,patch_aupr,0.20749174058437347
llava_1_5_7b,321811,4,8,WRITE,bbox_mass,0.38593605160713196
llava_1_5_7b,321811,4,8,WRITE,top1_pointing,1.0
llava_1_5_7b,321811,4,8,WRITE,patch_aupr,0.4227275252342224
llava_1_5_7b,321811,4,8,JFFN,bbox_mass,0.39039483666419983
