image_id,response_index,label,layer,strategy,region,log_probability_delta,absolute_log_probability_delta,target_logit_delta
16875,26,1,16,conditional,5,0.051878318190574646,0.051878318190574646,0.25
16875,26,1,16,composition,5,0.051878318190574646,0.051878318190574646,0.25
16875,26,1,16,random,7,0.049048781394958496,0.049048781394958496,0.0
16875,26,1,24,WRITE,5,0.05179300904273987,0.05179300904273987,0.25
16875,26,1,24,conditional,5,0.05179300904273987,0.05179300904273987,0.25
16875,26,1,24,composition,5,0.05179300904273987,0.05179300904273987,0.25
16875,26,1,24,random,5,0.05179300904273987,0.05179300904273987,0.25
16875,26,1,32,WRITE,5,0.08949895203113556,0.08949895203113556,0.0
16875,26,1,32,conditional,5,0.08949895203113556,0.08949895203113556,0.0
16875,26,1,32,composition,5,0.08949895203113556,0.08949895203113556,0.0
16875,26,1,32,random,3,0.05233362317085266,0.05233362317085266,0.25
17073,107,1,8,WRITE,2,0.013065636157989502,0.013065636157989502,0.0
17073,107,1,8,conditional,2,0.013065636157989502,0.013065636157989502,0.0
17073,107,1,8,composition,2,0.013065636157989502,0.013065636157989502,0.0
17073,107,1,8,random,5,0.015519499778747559,0.015519499778747559,0.0
17073,107,1,16,WRITE,6,0.0034440159797668457,0.0034440159797668457,0.0
17073,107,1,16,conditional,6,0.0034440159797668457,0.0034440159797668457,0.0
17073,107,1,16,composition,6,0.0034440159797668457,0.0034440159797668457,0.0
17073,107,1,16,random,0,0.003427565097808838,0.003427565097808838,0.0
17073,107,1,24,WRITE,6,0.01725253462791443,0.01725253462791443,0.0
17073,107,1,24,conditional,6,0.01725253462791443,0.01725253462791443,0.0
17073,107,1,24,composition,6,0.01725253462791443,0.01725253462791443,0.0
17073,107,1,24,random,7,0.04136401414871216,0.04136401414871216,0.25
17073,107,1,32,WRITE,5,0.01748642325401306,0.01748642325401306,0.0
17073,107,1,32,conditional,5,0.01748642325401306,0.01748642325401306,0.0
17073,107,1,32,composition,5,0.01748642325401306,0.01748642325401306,0.0
17073,107,1,32,random,0,0.017887890338897705,0.017887890338897705,0.0
18295,106,0,8,WRITE,5,-0.002570733428001404,0.002570733428001404,0.0
18295,106,0,8,conditional,5,-0.002570733428001404,0.002570733428001404,0.0
18295,106,0,8,composition,5,-0.002570733428001404,0.002570733428001404,0.0
18295,106,0,8,random,6,-0.004649326205253601,0.004649326205253601,0.0
18295,106,0,16,WRITE,5,0.001431390643119812,0.001431390643119812,0.25
18295,106,0,16,conditional,5,0.001431390643119812,0.001431390643119812,0.25
18295,106,0,16,composition,5,0.001431390643119812,0.001431390643119812,0.25
18295,106,0,16,random,4,-0.000906631350517273,0.000906631350517273,0.0
18295,106,0,24,WRITE,7,-0.0007016509771347046,0.0007016509771347046,0.0
18295,106,0,24,conditional,7,-0.0007016509771347046,0.0007016509771347046,0.0
18295,106,0,24,composition,7,-0.0007016509771347046,0.0007016509771347046,0.0
18295,106,0,24,random,5,-0.004931584000587463,0.004931584000587463,0.0
18295,106,0,32,WRITE,4,0.001390501856803894,0.001390501856803894,0.0
18295,106,0,32,conditional,4,0.001390501856803894,0.001390501856803894,0.0
18295,106,0,32,composition,4,0.001390501856803894,0.001390501856803894,0.0
18295,106,0,32,random,7,0.0013401806354522705,0.0013401806354522705,0.0
23369,82,0,8,WRITE,1,-0.05982041358947754,0.05982041358947754,0.0
23369,82,0,8,conditional,1,-0.05982041358947754,0.05982041358947754,0.0
23369,82,0,8,composition,1,-0.05982041358947754,0.05982041358947754,0.0
23369,82,0,8,random,5,-0.06072556972503662,0.06072556972503662,0.0
23369,82,0,16,WRITE,5,-0.0846562385559082,0.0846562385559082,0.0
23369,82,0,16,conditional,5,-0.0846562385559082,0.0846562385559082,0.0
23369,82,0,16,composition,5,-0.0846562385559082,0.0846562385559082,0.0
23369,82,0,16,random,1,0.015356183052062988,0.015356183052062988,0.0
23369,82,0,24,WRITE,5,-0.010961651802062988,0.010961651802062988,0.0
23369,82,0,24,conditional,5,-0.010961651802062988,0.010961651802062988,0.0
23369,82,0,24,composition,5,-0.010961651802062988,0.010961651802062988,0.0
23369,82,0,24,random,0,-0.010413050651550293,0.010413050651550293,0.0
23369,82,0,32,WRITE,6,-0.08368861675262451,0.08368861675262451,0.0
23369,82,0,32,conditional,7,-0.07390332221984863,0.07390332221984863,0.0
23369,82,0,32,composition,7,-0.07390332221984863,0.07390332221984863,0.0
23369,82,0,32,random,0,0.051863908767700195,0.051863908767700195,0.0
26879,45,1,8,WRITE,2,-0.002780318260192871,0.002780318260192871,0.0
26879,45,1,8,conditional,2,-0.002780318260192871,0.002780318260192871,0.0
26879,45,1,8,composition,2,-0.002780318260192871,0.002780318260192871,0.0
26879,45,1,8,random,5,-0.00278627872467041,0.00278627872467041,0.0
26879,45,1,16,WRITE,2,-0.015508055686950684,0.015508055686950684,-0.25
26879,45,1,16,conditional,2,-0.015508055686950684,0.015508055686950684,-0.25
26879,45,1,16,composition,2,-0.015508055686950684,0.015508055686950684,-0.25
26879,45,1,16,random,1,-0.002702474594116211,0.002702474594116211,0.0
26879,45,1,24,WRITE,2,0.0014781951904296875,0.0014781951904296875,0.0
26879,45,1,24,conditional,2,0.0014781951904296875,0.0014781951904296875,0.0
26879,45,1,24,composition,2,0.0014781951904296875,0.0014781951904296875,0.0
26879,45,1,24,random,3,-0.004380702972412109,0.004380702972412109,0.0
26879,45,1,32,WRITE,2,0.13256943225860596,0.13256943225860596,0.0
26879,45,1,32,conditional,2,0.13256943225860596,0.13256943225860596,0.0
26879,45,1,32,composition,2,0.13256943225860596,0.13256943225860596,0.0
26879,45,1,32,random,5,0.08220380544662476,0.08220380544662476,0.0
27935,70,0,8,WRITE,1,-0.01972341537475586,0.01972341537475586,0.0
27935,70,0,8,conditional,1,-0.01972341537475586,0.01972341537475586,0.0
27935,70,0,8,composition,1,-0.01972341537475586,0.01972341537475586,0.0
27935,70,0,8,random,3,-0.07295703887939453,0.07295703887939453,-0.25
27935,70,0,16,WRITE,1,-0.11033827066421509,0.11033827066421509,-0.25
27935,70,0,16,conditional,1,-0.11033827066421509,0.11033827066421509,-0.25
27935,70,0,16,composition,1,-0.11033827066421509,0.11033827066421509,-0.25
27935,70,0,16,random,3,0.014406681060791016,0.014406681060791016,0.0
27935,70,0,24,WRITE,1,-0.0774194598197937,0.0774194598197937,-0.25
27935,70,0,24,conditional,1,-0.0774194598197937,0.0774194598197937,-0.25
27935,70,0,24,composition,1,-0.0774194598197937,0.0774194598197937,-0.25
27935,70,0,24,random,0,0.019128143787384033,0.019128143787384033,0.0
27935,70,0,32,WRITE,1,-0.07334631681442261,0.07334631681442261,-0.25
27935,70,0,32,conditional,1,-0.07334631681442261,0.07334631681442261,-0.25
27935,70,0,32,composition,1,-0.07334631681442261,0.07334631681442261,-0.25
27935,70,0,32,random,0,0.012478768825531006,0.012478768825531006,0.0
30413,13,1,8,WRITE,1,0.02577228844165802,0.02577228844165802,0.0
30413,13,1,8,conditional,1,0.02577228844165802,0.02577228844165802,0.0
30413,13,1,8,composition,1,0.02577228844165802,0.02577228844165802,0.0
30413,13,1,8,random,0,5.525350570678711e-05,5.525350570678711e-05,0.0
30413,13,1,16,WRITE,1,-2.802908420562744e-05,2.802908420562744e-05,0.0
30413,13,1,16,conditional,1,-2.802908420562744e-05,2.802908420562744e-05,0.0
30413,13,1,16,composition,1,-2.802908420562744e-05,2.802908420562744e-05,0.0
30413,13,1,16,random,4,0.02645924687385559,0.02645924687385559,0.0
30413,13,1,24,WRITE,1,0.025642678141593933,0.025642678141593933,0.0
30413,13,1,24,conditional,1,0.025642678141593933,0.025642678141593933,0.0
30413,13,1,24,composition,1,0.025642678141593933,0.025642678141593933,0.0
30413,13,1,24,random,0,0.026496320962905884,0.026496320962905884,0.0
30413,13,1,32,WRITE,5,0.026493102312088013,0.026493102312088013,0.0
30413,13,1,32,conditional,1,0.02653411030769348,0.02653411030769348,0.0
30413,13,1,32,composition,1,0.02653411030769348,0.02653411030769348,0.0
30413,13,1,32,random,5,0.026493102312088013,0.026493102312088013,0.0
36049,30,0,8,WRITE,1,-0.005228161811828613,0.005228161811828613,0.0
36049,30,0,8,conditional,1,-0.005228161811828613,0.005228161811828613,0.0
36049,30,0,8,composition,1,-0.005228161811828613,0.005228161811828613,0.0
36049,30,0,8,random,7,0.0025076866149902344,0.0025076866149902344,0.0
36049,30,0,16,WRITE,5,0.10721027851104736,0.10721027851104736,0.0
36049,30,0,16,conditional,5,0.10721027851104736,0.10721027851104736,0.0
36049,30,0,16,composition,5,0.10721027851104736,0.10721027851104736,0.0
36049,30,0,16,random,0,0.002514362335205078,0.002514362335205078,0.0
36049,30,0,24,WRITE,5,-0.050014495849609375,0.050014495849609375,-0.25
36049,30,0,24,conditional,1,0.10726016759872437,0.10726016759872437,0.0
36049,30,0,24,composition,1,0.10726016759872437,0.10726016759872437,0.0
36049,30,0,24,random,0,0.0023109912872314453,0.0023109912872314453,0.0
36049,30,0,32,WRITE,1,0.1083214282989502,0.1083214282989502,0.0
36049,30,0,32,conditional,1,0.1083214282989502,0.1083214282989502,0.0
36049,30,0,32,composition,1,0.1083214282989502,0.1083214282989502,0.0
36049,30,0,32,random,2,0.002348780632019043,0.002348780632019043,0.0
40821,5,1,8,WRITE,2,-0.043893277645111084,0.043893277645111084,0.0
40821,5,1,8,conditional,2,-0.043893277645111084,0.043893277645111084,0.0
40821,5,1,8,composition,2,-0.043893277645111084,0.043893277645111084,0.0
40821,5,1,8,random,6,-0.044241636991500854,0.044241636991500854,0.0
40821,5,1,16,WRITE,6,-0.000424116849899292,0.000424116849899292,0.0
40821,5,1,16,conditional,6,-0.000424116849899292,0.000424116849899292,0.0
40821,5,1,16,composition,6,-0.000424116849899292,0.000424116849899292,0.0
40821,5,1,16,random,2,-0.06792065501213074,0.06792065501213074,-0.25
40821,5,1,24,WRITE,7,-0.04375278949737549,0.04375278949737549,0.0
40821,5,1,24,conditional,7,-0.04375278949737549,0.04375278949737549,0.0
40821,5,1,24,composition,7,-0.04375278949737549,0.04375278949737549,0.0
40821,5,1,24,random,0,2.9355287551879883e-05,2.9355287551879883e-05,0.0
40821,5,1,32,WRITE,7,-0.06737896800041199,0.06737896800041199,0.0
40821,5,1,32,conditional,2,-0.06715714931488037,0.06715714931488037,0.0
40821,5,1,32,composition,2,-0.06715714931488037,0.06715714931488037,0.0
40821,5,1,32,random,4,-0.04464906454086304,0.04464906454086304,0.0
55126,60,1,8,WRITE,2,-0.0006818994879722595,0.0006818994879722595,-0.125
55126,60,1,8,conditional,2,-0.0006818994879722595,0.0006818994879722595,-0.125
55126,60,1,8,composition,2,-0.0006818994879722595,0.0006818994879722595,-0.125
55126,60,1,8,random,1,-0.00021310150623321533,0.00021310150623321533,0.0
55126,60,1,16,WRITE,2,-0.00750327855348587,0.00750327855348587,-0.625
55126,60,1,16,conditional,2,-0.00750327855348587,0.00750327855348587,-0.625
55126,60,1,16,composition,2,-0.00750327855348587,0.00750327855348587,-0.625
55126,60,1,16,random,0,0.0011186208575963974,0.0011186208575963974,0.125
55126,60,1,24,WRITE,6,0.0011703670024871826,0.0011703670024871826,0.25
55126,60,1,24,conditional,6,0.0011703670024871826,0.0011703670024871826,0.25
55126,60,1,24,composition,6,0.0011703670024871826,0.0011703670024871826,0.25
55126,60,1,24,random,3,0.0004109162837266922,0.0004109162837266922,0.125
55126,60,1,32,WRITE,6,-0.001537613570690155,0.001537613570690155,0.0
55126,60,1,32,conditional,6,-0.001537613570690155,0.001537613570690155,0.0
55126,60,1,32,composition,6,-0.001537613570690155,0.001537613570690155,0.0
55126,60,1,32,random,0,0.001064905896782875,0.001064905896782875,0.125
65244,6,1,8,WRITE,2,-0.008288417011499405,0.008288417011499405,0.0
65244,6,1,8,conditional,2,-0.008288417011499405,0.008288417011499405,0.0
65244,6,1,8,composition,2,-0.008288417011499405,0.008288417011499405,0.0
65244,6,1,8,random,5,-2.5209039449691772e-05,2.5209039449691772e-05,0.0
65244,6,1,16,WRITE,2,0.000752575695514679,0.000752575695514679,0.0
65244,6,1,16,conditional,2,0.000752575695514679,0.000752575695514679,0.0
65244,6,1,16,composition,2,0.000752575695514679,0.000752575695514679,0.0
65244,6,1,16,random,4,-0.008271176367998123,0.008271176367998123,0.0
65244,6,1,24,WRITE,3,-0.008254166692495346,0.008254166692495346,0.0
65244,6,1,24,conditional,3,-0.008254166692495346,0.008254166692495346,0.0
65244,6,1,24,composition,3,-0.008254166692495346,0.008254166692495346,0.0
65244,6,1,24,random,7,-0.008291956037282944,0.008291956037282944,0.0
65244,6,1,32,WRITE,3,0.00035462528467178345,0.00035462528467178345,0.0
65244,6,1,32,conditional,3,0.00035462528467178345,0.00035462528467178345,0.0
65244,6,1,32,composition,3,0.00035462528467178345,0.00035462528467178345,0.0
65244,6,1,32,random,3,0.00035462528467178345,0.00035462528467178345,0.0
67218,202,0,8,WRITE,3,-0.0019882917404174805,0.0019882917404174805,-0.25
67218,202,0,8,conditional,3,-0.0019882917404174805,0.0019882917404174805,-0.25
67218,202,0,8,composition,3,-0.0019882917404174805,0.0019882917404174805,-0.25
67218,202,0,8,random,7,-0.0017942190170288086,0.0017942190170288086,-0.25
67218,202,0,16,WRITE,3,0.11693370342254639,0.11693370342254639,-0.25
67218,202,0,16,conditional,3,0.11693370342254639,0.11693370342254639,-0.25
67218,202,0,16,composition,3,0.11693370342254639,0.11693370342254639,-0.25
67218,202,0,16,random,4,-0.029834270477294922,0.029834270477294922,-0.25
67218,202,0,24,WRITE,2,0.002436399459838867,0.002436399459838867,0.0
67218,202,0,24,conditional,2,0.002436399459838867,0.002436399459838867,0.0
67218,202,0,24,composition,2,0.002436399459838867,0.002436399459838867,0.0
67218,202,0,24,random,7,-9.85860824584961e-05,9.85860824584961e-05,-0.25
67218,202,0,32,WRITE,2,0.006934523582458496,0.006934523582458496,0.0
67218,202,0,32,conditional,2,0.006934523582458496,0.006934523582458496,0.0
67218,202,0,32,composition,2,0.006934523582458496,0.006934523582458496,0.0
67218,202,0,32,random,5,0.006855964660644531,0.006855964660644531,0.0
69494,165,1,8,WRITE,2,0.01610638201236725,0.01610638201236725,0.25
69494,165,1,8,conditional,2,0.01610638201236725,0.01610638201236725,0.25
69494,165,1,8,composition,2,0.01610638201236725,0.01610638201236725,0.25
69494,165,1,8,random,5,0.014377519488334656,0.014377519488334656,0.25
69494,165,1,16,WRITE,4,0.01773630827665329,0.01773630827665329,0.25
69494,165,1,16,conditional,4,0.01773630827665329,0.01773630827665329,0.25
69494,165,1,16,composition,4,0.01773630827665329,0.01773630827665329,0.25
69494,165,1,16,random,1,0.010684922337532043,0.010684922337532043,0.25
69494,165,1,24,WRITE,4,5.587935447692871e-06,5.587935447692871e-06,0.0
69494,165,1,24,conditional,4,5.587935447692871e-06,5.587935447692871e-06,0.0
69494,165,1,24,composition,4,5.587935447692871e-06,5.587935447692871e-06,0.0
69494,165,1,24,random,1,0.010625898838043213,0.010625898838043213,0.25
69494,165,1,32,WRITE,2,-0.004689306020736694,0.004689306020736694,0.0
69494,165,1,32,conditional,2,-0.004689306020736694,0.004689306020736694,0.0
69494,165,1,32,composition,2,-0.004689306020736694,0.004689306020736694,0.0
69494,165,1,32,random,6,0.016089782118797302,0.016089782118797302,0.25
72737,115,0,8,WRITE,1,-0.0012418031692504883,0.0012418031692504883,0.0
72737,115,0,8,conditional,1,-0.0012418031692504883,0.0012418031692504883,0.0
72737,115,0,8,composition,1,-0.0012418031692504883,0.0012418031692504883,0.0
72737,115,0,8,random,5,-0.007610440254211426,0.007610440254211426,0.0
72737,115,0,16,WRITE,1,0.04070389270782471,0.04070389270782471,0.0
72737,115,0,16,conditional,1,0.04070389270782471,0.04070389270782471,0.0
72737,115,0,16,composition,1,0.04070389270782471,0.04070389270782471,0.0
72737,115,0,16,random,1,0.04070389270782471,0.04070389270782471,0.0
72737,115,0,24,WRITE,1,-0.13593077659606934,0.13593077659606934,-0.25
72737,115,0,24,conditional,1,-0.13593077659606934,0.13593077659606934,-0.25
72737,115,0,24,composition,1,-0.13593077659606934,0.13593077659606934,-0.25
72737,115,0,24,random,3,-0.13184261322021484,0.13184261322021484,-0.25
72737,115,0,32,WRITE,1,-0.1333010196685791,0.1333010196685791,-0.25
72737,115,0,32,conditional,1,-0.1333010196685791,0.1333010196685791,-0.25
72737,115,0,32,composition,1,-0.1333010196685791,0.1333010196685791,-0.25
72737,115,0,32,random,0,0.007756233215332031,0.007756233215332031,0.0
80273,5,1,8,WRITE,0,-0.011830806732177734,0.011830806732177734,-0.25
80273,5,1,8,conditional,0,-0.011830806732177734,0.011830806732177734,-0.25
80273,5,1,8,composition,0,-0.011830806732177734,0.011830806732177734,-0.25
80273,5,1,8,random,6,-0.0026679039001464844,0.0026679039001464844,-0.25
80273,5,1,16,WRITE,2,0.09040725231170654,0.09040725231170654,0.0
80273,5,1,16,conditional,2,0.09040725231170654,0.09040725231170654,0.0
80273,5,1,16,composition,2,0.09040725231170654,0.09040725231170654,0.0
80273,5,1,16,random,2,0.09040725231170654,0.09040725231170654,0.0
80273,5,1,24,WRITE,2,-0.013407707214355469,0.013407707214355469,-0.25
80273,5,1,24,conditional,2,-0.013407707214355469,0.013407707214355469,-0.25
80273,5,1,24,composition,2,-0.013407707214355469,0.013407707214355469,-0.25
80273,5,1,24,random,2,-0.013407707214355469,0.013407707214355469,-0.25
80273,5,1,32,WRITE,2,0.1781856119632721,0.1781856119632721,0.0
80273,5,1,32,conditional,2,0.1781856119632721,0.1781856119632721,0.0
80273,5,1,32,composition,2,0.1781856119632721,0.1781856119632721,0.0
80273,5,1,32,random,5,0.09648334980010986,0.09648334980010986,0.0
94002,205,0,8,WRITE,0,0.043733954429626465,0.043733954429626465,0.0
94002,205,0,8,conditional,0,0.043733954429626465,0.043733954429626465,0.0
94002,205,0,8,composition,0,0.043733954429626465,0.043733954429626465,0.0
94002,205,0,8,random,1,0.06831115484237671,0.06831115484237671,0.25
94002,205,0,16,WRITE,0,-0.006313502788543701,0.006313502788543701,0.0
94002,205,0,16,conditional,0,-0.006313502788543701,0.006313502788543701,0.0
94002,205,0,16,composition,0,-0.006313502788543701,0.006313502788543701,0.0
94002,205,0,16,random,0,-0.006313502788543701,0.006313502788543701,0.0
94002,205,0,24,WRITE,0,0.007000267505645752,0.007000267505645752,0.0
94002,205,0,24,conditional,0,0.007000267505645752,0.007000267505645752,0.0
94002,205,0,24,composition,0,0.007000267505645752,0.007000267505645752,0.0
94002,205,0,24,random,0,0.007000267505645752,0.007000267505645752,0.0
94002,205,0,32,WRITE,0,0.01393502950668335,0.01393502950668335,0.0
94002,205,0,32,conditional,0,0.01393502950668335,0.01393502950668335,0.0
94002,205,0,32,composition,0,0.01393502950668335,0.01393502950668335,0.0
94002,205,0,32,random,3,0.013930261135101318,0.013930261135101318,0.0
94846,64,0,8,WRITE,2,-0.0955890417098999,0.0955890417098999,0.0
94846,64,0,8,conditional,2,-0.0955890417098999,0.0955890417098999,0.0
94846,64,0,8,composition,2,-0.0955890417098999,0.0955890417098999,0.0
94846,64,0,8,random,6,-0.0995476245880127,0.0995476245880127,0.0
94846,64,0,16,WRITE,2,-0.14305484294891357,0.14305484294891357,-0.25
94846,64,0,16,conditional,2,-0.14305484294891357,0.14305484294891357,-0.25
94846,64,0,16,composition,2,-0.14305484294891357,0.14305484294891357,-0.25
94846,64,0,16,random,7,-0.01970231533050537,0.01970231533050537,0.0
94846,64,0,24,WRITE,2,0.015828192234039307,0.015828192234039307,0.0
94846,64,0,24,conditional,2,0.015828192234039307,0.015828192234039307,0.0
94846,64,0,24,composition,2,0.015828192234039307,0.015828192234039307,0.0
94846,64,0,24,random,5,-0.057192444801330566,0.057192444801330566,0.0
94846,64,0,32,WRITE,5,0.07695019245147705,0.07695019245147705,0.0
94846,64,0,32,conditional,5,0.07695019245147705,0.07695019245147705,0.0
94846,64,0,32,composition,5,0.07695019245147705,0.07695019245147705,0.0
94846,64,0,32,random,0,0.02372068166732788,0.02372068166732788,0.0
96539,11,1,8,WRITE,0,-7.051229476928711e-05,7.051229476928711e-05,0.0
96539,11,1,8,conditional,0,-7.051229476928711e-05,7.051229476928711e-05,0.0
96539,11,1,8,composition,0,-7.051229476928711e-05,7.051229476928711e-05,0.0
96539,11,1,8,random,3,0.07022154331207275,0.07022154331207275,0.25
96539,11,1,16,WRITE,5,0.0028099119663238525,0.0028099119663238525,0.0
96539,11,1,16,conditional,5,0.0028099119663238525,0.0028099119663238525,0.0
96539,11,1,16,composition,5,0.0028099119663238525,0.0028099119663238525,0.0
96539,11,1,16,random,5,0.0028099119663238525,0.0028099119663238525,0.0
96539,11,1,24,WRITE,1,9.068846702575684e-05,9.068846702575684e-05,0.0
96539,11,1,24,conditional,1,9.068846702575684e-05,9.068846702575684e-05,0.0
96539,11,1,24,composition,1,9.068846702575684e-05,9.068846702575684e-05,0.0
96539,11,1,24,random,5,0.0002257227897644043,0.0002257227897644043,0.0
96539,11,1,32,WRITE,1,0.07366293668746948,0.07366293668746948,0.0
96539,11,1,32,conditional,1,0.07366293668746948,0.07366293668746948,0.0
96539,11,1,32,composition,1,0.07366293668746948,0.07366293668746948,0.0
96539,11,1,32,random,3,0.0006154477596282959,0.0006154477596282959,0.0
103127,55,0,8,WRITE,1,0.00443229079246521,0.00443229079246521,0.0
103127,55,0,8,conditional,1,0.00443229079246521,0.00443229079246521,0.0
103127,55,0,8,composition,1,0.00443229079246521,0.00443229079246521,0.0
103127,55,0,8,random,4,0.0035001635551452637,0.0035001635551452637,0.0
103127,55,0,16,WRITE,6,-0.0001475512981414795,0.0001475512981414795,0.0
103127,55,0,16,conditional,6,-0.0001475512981414795,0.0001475512981414795,0.0
103127,55,0,16,composition,6,-0.0001475512981414795,0.0001475512981414795,0.0
103127,55,0,16,random,0,0.07948166131973267,0.07948166131973267,0.25
103127,55,0,24,WRITE,3,-0.00017052888870239258,0.00017052888870239258,0.0
103127,55,0,24,conditional,3,-0.00017052888870239258,0.00017052888870239258,0.0
103127,55,0,24,composition,3,-0.00017052888870239258,0.00017052888870239258,0.0
103127,55,0,24,random,2,0.003706008195877075,0.003706008195877075,0.0
103127,55,0,32,WRITE,6,0.0036862194538116455,0.0036862194538116455,0.0
103127,55,0,32,conditional,6,0.0036862194538116455,0.0036862194538116455,0.0
103127,55,0,32,composition,6,0.0036862194538116455,0.0036862194538116455,0.0
103127,55,0,32,random,6,0.0036862194538116455,0.0036862194538116455,0.0
108193,121,0,8,WRITE,3,0.048638761043548584,0.048638761043548584,0.0
108193,121,0,8,conditional,3,0.048638761043548584,0.048638761043548584,0.0
108193,121,0,8,composition,3,0.048638761043548584,0.048638761043548584,0.0
108193,121,0,8,random,0,-0.001937568187713623,0.001937568187713623,0.0
108193,121,0,16,WRITE,0,-0.10579413175582886,0.10579413175582886,-0.25
108193,121,0,16,conditional,0,-0.10579413175582886,0.10579413175582886,-0.25
108193,121,0,16,composition,0,-0.10579413175582886,0.10579413175582886,-0.25
108193,121,0,16,random,2,0.050341010093688965,0.050341010093688965,0.0
108193,121,0,24,WRITE,3,-0.04221731424331665,0.04221731424331665,0.0
108193,121,0,24,conditional,3,-0.04221731424331665,0.04221731424331665,0.0
108193,121,0,24,composition,3,-0.04221731424331665,0.04221731424331665,0.0
108193,121,0,24,random,6,-0.00036019086837768555,0.00036019086837768555,0.0
108193,121,0,32,WRITE,2,0.04730069637298584,0.04730069637298584,0.0
