model,image_id,response_index,label,category,layer,strategy,token_index,eta,matched_delta_norm,intervention_baseline_target_logit,intervention_baseline_margin,intervention_baseline_margin_vs_capture,predicted_delta_margin,observed_delta_margin,observed_delta_logit
internvl_2_5_8b,54133,129,REAL,cup,24,highest_E,198,0.1,0.34234365820884705,37.75,0.25,0.0,0.000250513618811965,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,highest_E,198,0.25,0.34234365820884705,37.75,0.25,0.0,0.0006262840470299125,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,highest_I,198,0.05,0.34234365820884705,37.75,0.25,0.0,0.0001252568094059825,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,highest_I,198,0.1,0.34234365820884705,37.75,0.25,0.0,0.000250513618811965,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,highest_I,198,0.25,0.34234365820884705,37.75,0.25,0.0,0.0006262840470299125,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,random,75,0.05,0.34234365820884705,37.75,0.25,0.0,-0.00023028205614537,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,random,75,0.1,0.34234365820884705,37.75,0.25,0.0,-0.00046056411229074,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,random,75,0.25,0.34234365820884705,37.75,0.25,0.0,-0.00115141028072685,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,most_negative_margin,198,0.05,0.34234365820884705,37.75,0.25,0.0,0.0001252568094059825,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,most_negative_margin,198,0.1,0.34234365820884705,37.75,0.25,0.0,0.000250513618811965,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,most_negative_margin,198,0.25,0.34234365820884705,37.75,0.25,0.0,0.0006262840470299125,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,aggregate_visual_response,-1,0.05,0.9978675842285156,37.75,0.25,0.0,1.5750748571008443e-05,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,aggregate_visual_response,-1,0.1,0.9978675842285156,37.75,0.25,0.0,3.1501497142016886e-05,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,24,aggregate_visual_response,-1,0.25,0.9978675842285156,37.75,0.25,0.0,7.875374285504222e-05,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,top_positive_margin,246,0.05,1.7444730997085571,37.75,0.25,0.0,-0.0014846358448266984,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,top_positive_margin,246,0.1,1.7444730997085571,37.75,0.25,0.0,-0.0029692716896533968,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,top_positive_margin,246,0.25,1.7444730997085571,37.75,0.25,0.0,-0.0074231792241334915,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,highest_E,198,0.05,1.7444730997085571,37.75,0.25,0.0,0.00048059392720460896,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,highest_E,198,0.1,1.7444730997085571,37.75,0.25,0.0,0.0009611878544092179,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,highest_E,198,0.25,1.7444730997085571,37.75,0.25,0.0,0.0024029696360230446,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,highest_I,198,0.05,1.7444730997085571,37.75,0.25,0.0,0.00048059392720460896,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,highest_I,198,0.1,1.7444730997085571,37.75,0.25,0.0,0.0009611878544092179,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,highest_I,198,0.25,1.7444730997085571,37.75,0.25,0.0,0.0024029696360230446,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,random,161,0.05,1.7444730997085571,37.75,0.25,0.0,-0.0008819100446999074,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,random,161,0.1,1.7444730997085571,37.75,0.25,0.0,-0.0017638200893998147,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,random,161,0.25,1.7444730997085571,37.75,0.25,0.0,-0.0044095502234995365,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,most_negative_margin,198,0.05,1.7444730997085571,37.75,0.25,0.0,0.00048059392720460896,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,most_negative_margin,198,0.1,1.7444730997085571,37.75,0.25,0.0,0.0009611878544092179,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,most_negative_margin,198,0.25,1.7444730997085571,37.75,0.25,0.0,0.0024029696360230446,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,aggregate_visual_response,-1,0.05,6.841756343841553,37.75,0.25,0.0,-0.0013156260363757612,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,aggregate_visual_response,-1,0.1,6.841756343841553,37.75,0.25,0.0,-0.0026312520727515224,0.0,0.0
internvl_2_5_8b,54133,129,REAL,cup,32,aggregate_visual_response,-1,0.25,6.841756343841553,37.75,0.25,0.0,-0.006578130181878805,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,top_positive_margin,188,0.05,0.09642980247735977,36.75,1.5,0.0,-9.469063952565193e-05,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,top_positive_margin,188,0.1,0.09642980247735977,36.75,1.5,0.0,-0.00018938127905130387,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,top_positive_margin,188,0.25,0.09642980247735977,36.75,1.5,0.0,-0.00047345319762825966,0.25,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,highest_E,187,0.05,0.09642980247735977,36.75,1.5,0.0,5.237251752987504e-05,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,highest_E,187,0.1,0.09642980247735977,36.75,1.5,0.0,0.00010474503505975008,0.0,-0.25
internvl_2_5_8b,54133,247,HALL,chair,8,highest_E,187,0.25,0.09642980247735977,36.75,1.5,0.0,0.0002618625876493752,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,highest_I,187,0.05,0.09642980247735977,36.75,1.5,0.0,5.237251752987504e-05,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,highest_I,187,0.1,0.09642980247735977,36.75,1.5,0.0,0.00010474503505975008,0.0,-0.25
internvl_2_5_8b,54133,247,HALL,chair,8,highest_I,187,0.25,0.09642980247735977,36.75,1.5,0.0,0.0002618625876493752,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,random,209,0.05,0.09642980247735977,36.75,1.5,0.0,-7.456241291947663e-06,0.25,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,random,209,0.1,0.09642980247735977,36.75,1.5,0.0,-1.4912482583895326e-05,0.25,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,random,209,0.25,0.09642980247735977,36.75,1.5,0.0,-3.7281206459738314e-05,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,most_negative_margin,187,0.05,0.09642980247735977,36.75,1.5,0.0,5.237251752987504e-05,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,most_negative_margin,187,0.1,0.09642980247735977,36.75,1.5,0.0,0.00010474503505975008,0.0,-0.25
internvl_2_5_8b,54133,247,HALL,chair,8,most_negative_margin,187,0.25,0.09642980247735977,36.75,1.5,0.0,0.0002618625876493752,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,aggregate_visual_response,-1,0.05,1.1788567304611206,36.75,1.5,0.0,-0.0005043953657150269,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,aggregate_visual_response,-1,0.1,1.1788567304611206,36.75,1.5,0.0,-0.0010087907314300538,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,8,aggregate_visual_response,-1,0.25,1.1788567304611206,36.75,1.5,0.0,-0.0025219768285751343,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,top_positive_margin,125,0.05,1.122007131576538,36.75,1.5,0.0,-0.000651490455493331,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,top_positive_margin,125,0.1,1.122007131576538,36.75,1.5,0.0,-0.001302980910986662,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,top_positive_margin,125,0.25,1.122007131576538,36.75,1.5,0.0,-0.0032574522774666548,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,highest_E,125,0.05,1.122007131576538,36.75,1.5,0.0,-0.000651490455493331,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,highest_E,125,0.1,1.122007131576538,36.75,1.5,0.0,-0.001302980910986662,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,highest_E,125,0.25,1.122007131576538,36.75,1.5,0.0,-0.0032574522774666548,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,highest_I,125,0.05,1.122007131576538,36.75,1.5,0.0,-0.000651490455493331,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,highest_I,125,0.1,1.122007131576538,36.75,1.5,0.0,-0.001302980910986662,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,highest_I,125,0.25,1.122007131576538,36.75,1.5,0.0,-0.0032574522774666548,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,random,89,0.05,1.122007131576538,36.75,1.5,0.0,0.0015009544789791108,0.25,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,random,89,0.1,1.122007131576538,36.75,1.5,0.0,0.0030019089579582216,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,random,89,0.25,1.122007131576538,36.75,1.5,0.0,0.007504772394895554,0.25,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,most_negative_margin,123,0.05,1.122007131576538,36.75,1.5,0.0,0.0005724358838051557,0.25,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,most_negative_margin,123,0.1,1.122007131576538,36.75,1.5,0.0,0.0011448717676103115,0.0,-0.25
internvl_2_5_8b,54133,247,HALL,chair,16,most_negative_margin,123,0.25,1.122007131576538,36.75,1.5,0.0,0.0028621794190257788,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,aggregate_visual_response,-1,0.05,6.019164085388184,36.75,1.5,0.0,-0.0005624296143651009,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,aggregate_visual_response,-1,0.1,6.019164085388184,36.75,1.5,0.0,-0.0011248592287302019,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,16,aggregate_visual_response,-1,0.25,6.019164085388184,36.75,1.5,0.0,-0.0028121480718255043,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,top_positive_margin,125,0.05,1.859383463859558,36.75,1.5,0.0,-0.0008904389105737209,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,top_positive_margin,125,0.1,1.859383463859558,36.75,1.5,0.0,-0.0017808778211474419,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,top_positive_margin,125,0.25,1.859383463859558,36.75,1.5,0.0,-0.004452194552868605,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,highest_E,139,0.05,1.859383463859558,36.75,1.5,0.0,0.00019680040422827006,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,highest_E,139,0.1,1.859383463859558,36.75,1.5,0.0,0.00039360080845654013,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,highest_E,139,0.25,1.859383463859558,36.75,1.5,0.0,0.0009840020211413503,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,highest_I,139,0.05,1.859383463859558,36.75,1.5,0.0,0.00019680040422827006,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,highest_I,139,0.1,1.859383463859558,36.75,1.5,0.0,0.00039360080845654013,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,highest_I,139,0.25,1.859383463859558,36.75,1.5,0.0,0.0009840020211413503,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,random,192,0.05,1.859383463859558,36.75,1.5,0.0,0.000653796922415495,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,random,192,0.1,1.859383463859558,36.75,1.5,0.0,0.00130759384483099,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,random,192,0.25,1.859383463859558,36.75,1.5,0.0,0.0032689846120774746,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,most_negative_margin,139,0.05,1.859383463859558,36.75,1.5,0.0,0.00019680040422827006,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,most_negative_margin,139,0.1,1.859383463859558,36.75,1.5,0.0,0.00039360080845654013,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,most_negative_margin,139,0.25,1.859383463859558,36.75,1.5,0.0,0.0009840020211413503,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,aggregate_visual_response,-1,0.05,2.7487616539001465,36.75,1.5,0.0,-6.93626469001174e-05,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,aggregate_visual_response,-1,0.1,2.7487616539001465,36.75,1.5,0.0,-0.0001387252938002348,0.25,0.0
internvl_2_5_8b,54133,247,HALL,chair,24,aggregate_visual_response,-1,0.25,2.7487616539001465,36.75,1.5,0.0,-0.000346813234500587,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,top_positive_margin,235,0.05,0.5675520300865173,36.75,1.5,0.0,-0.0002889800583943725,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,top_positive_margin,235,0.1,0.5675520300865173,36.75,1.5,0.0,-0.000577960116788745,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,top_positive_margin,235,0.25,0.5675520300865173,36.75,1.5,0.0,-0.0014449002919718623,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,highest_E,125,0.05,0.5675520300865173,36.75,1.5,0.0,0.0009428634308278561,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,highest_E,125,0.1,0.5675520300865173,36.75,1.5,0.0,0.0018857268616557122,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,highest_E,125,0.25,0.5675520300865173,36.75,1.5,0.0,0.00471431715413928,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,highest_I,125,0.05,0.5675520300865173,36.75,1.5,0.0,0.0009428634308278561,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,highest_I,125,0.1,0.5675520300865173,36.75,1.5,0.0,0.0018857268616557122,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,highest_I,125,0.25,0.5675520300865173,36.75,1.5,0.0,0.00471431715413928,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,random,39,0.05,0.5675520300865173,36.75,1.5,0.0,-0.00018947478383779526,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,random,39,0.1,0.5675520300865173,36.75,1.5,0.0,-0.0003789495676755905,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,random,39,0.25,0.5675520300865173,36.75,1.5,0.0,-0.0009473739191889763,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,most_negative_margin,156,0.05,0.5675520300865173,36.75,1.5,0.0,0.0023814328014850616,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,most_negative_margin,156,0.1,0.5675520300865173,36.75,1.5,0.0,0.004762865602970123,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,most_negative_margin,156,0.25,0.5675520300865173,36.75,1.5,0.0,0.011907164007425308,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,aggregate_visual_response,-1,0.05,5.140427589416504,36.75,1.5,0.0,0.004991168901324273,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,aggregate_visual_response,-1,0.1,5.140427589416504,36.75,1.5,0.0,0.009982337802648546,0.0,0.0
internvl_2_5_8b,54133,247,HALL,chair,32,aggregate_visual_response,-1,0.25,5.140427589416504,36.75,1.5,0.0,0.02495584450662136,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,top_positive_margin,58,0.05,1.2319257259368896,33.5,1.0,0.0,-0.0006484212353825569,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,top_positive_margin,58,0.1,1.2319257259368896,33.5,1.0,0.0,-0.0012968424707651138,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,8,top_positive_margin,58,0.25,1.2319257259368896,33.5,1.0,0.0,-0.0032421061769127846,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,highest_E,58,0.05,1.2319257259368896,33.5,1.0,0.0,-0.0006484212353825569,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,highest_E,58,0.1,1.2319257259368896,33.5,1.0,0.0,-0.0012968424707651138,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,8,highest_E,58,0.25,1.2319257259368896,33.5,1.0,0.0,-0.0032421061769127846,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,highest_I,58,0.05,1.2319257259368896,33.5,1.0,0.0,-0.0006484212353825569,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,highest_I,58,0.1,1.2319257259368896,33.5,1.0,0.0,-0.0012968424707651138,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,8,highest_I,58,0.25,1.2319257259368896,33.5,1.0,0.0,-0.0032421061769127846,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,random,15,0.05,1.2319257259368896,33.5,1.0,0.0,-0.0006834846921265126,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,8,random,15,0.1,1.2319257259368896,33.5,1.0,0.0,-0.0013669693842530252,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,random,15,0.25,1.2319257259368896,33.5,1.0,0.0,-0.0034174234606325626,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,8,most_negative_margin,21,0.05,1.2319257259368896,33.5,1.0,0.0,0.0007126545533537865,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,8,most_negative_margin,21,0.1,1.2319257259368896,33.5,1.0,0.0,0.001425309106707573,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,most_negative_margin,21,0.25,1.2319257259368896,33.5,1.0,0.0,0.0035632727667689323,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,aggregate_visual_response,-1,0.05,4.951447486877441,33.5,1.0,0.0,-0.0015225247479975224,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,aggregate_visual_response,-1,0.1,4.951447486877441,33.5,1.0,0.0,-0.0030450494959950447,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,8,aggregate_visual_response,-1,0.25,4.951447486877441,33.5,1.0,0.0,-0.007612623739987612,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,top_positive_margin,171,0.05,1.7124494314193726,33.5,1.0,0.0,-0.000667352881282568,0.0,-0.25
internvl_2_5_8b,197097,13,REAL,couch,16,top_positive_margin,171,0.1,1.7124494314193726,33.5,1.0,0.0,-0.001334705762565136,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,top_positive_margin,171,0.25,1.7124494314193726,33.5,1.0,0.0,-0.00333676440641284,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,highest_E,113,0.05,1.7124494314193726,33.5,1.0,0.0,-0.0001784968888387084,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,highest_E,113,0.1,1.7124494314193726,33.5,1.0,0.0,-0.0003569937776774168,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,highest_E,113,0.25,1.7124494314193726,33.5,1.0,0.0,-0.000892484444193542,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,16,highest_I,113,0.05,1.7124494314193726,33.5,1.0,0.0,-0.0001784968888387084,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,highest_I,113,0.1,1.7124494314193726,33.5,1.0,0.0,-0.0003569937776774168,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,highest_I,113,0.25,1.7124494314193726,33.5,1.0,0.0,-0.000892484444193542,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,16,random,58,0.05,1.7124494314193726,33.5,1.0,0.0,-0.00013561081141233444,0.0,-0.25
internvl_2_5_8b,197097,13,REAL,couch,16,random,58,0.1,1.7124494314193726,33.5,1.0,0.0,-0.0002712216228246689,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,random,58,0.25,1.7124494314193726,33.5,1.0,0.0,-0.0006780540570616722,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,16,most_negative_margin,99,0.05,1.7124494314193726,33.5,1.0,0.0,0.0005808146670460701,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,16,most_negative_margin,99,0.1,1.7124494314193726,33.5,1.0,0.0,0.0011616293340921402,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,most_negative_margin,99,0.25,1.7124494314193726,33.5,1.0,0.0,0.0029040733352303505,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,16,aggregate_visual_response,-1,0.05,10.111769676208496,33.5,1.0,0.0,-0.004493232816457748,0.0,-0.25
internvl_2_5_8b,197097,13,REAL,couch,16,aggregate_visual_response,-1,0.1,10.111769676208496,33.5,1.0,0.0,-0.008986465632915497,0.0,0.0
